galaxy,r_kpc,v_obs_kmps,v_err_kmps,sigma_profile,a_bar_kmps2_per_kpc,a_struct_kmps2_per_kpc,a_total_kmps2_per_kpc,v_bar_kmps,v_struct_kmps,v_model_kmps,beta_raw,beta_formula,beta_clipped,use_dimension_proxy,d_eff_proxy,d_eff_response,beta_cinfo_limit,beta_mode
UGC08490,0.34,38.8,3.69,0.6588769537971217,2286.955882352941,37280.04844747799,39567.00432983093,27.884852518885587,112.58426387440882,115.98612620543251,,11108.48651159382,19237.607870627402,True,1.9912673023190954,1.7317937822177034,50048535758.10924,formula
UGC08490,0.68,50.1,3.69,0.44127990483861523,2370.9417647058826,12484.07319187214,14855.014956578023,40.152713482403655,92.13669068548673,100.50577182666206,,11108.48651159382,19237.607870627402,True,1.9912673023190954,1.7317937822177034,50048535758.10924,formula
UGC08490,1.02,60.2,3.69,0.5504033688409055,2045.7679411764707,10380.827627876117,12426.595569052588,45.68022876475117,102.90016608554934,112.58386865103562,,11108.48651159382,19237.607870627402,True,1.9912673023190954,1.7317937822177034,50048535758.10924,formula
UGC08490,1.36,68.2,3.69,0.7074400185896249,1682.6029411764705,10006.951227659238,11689.554168835708,47.83659686892453,116.6595631297176,126.08645315662014,,11108.48651159382,19237.607870627402,True,1.9912673023190954,1.7317937822177034,50048535758.10924,formula
UGC08490,1.69,72.8,3.69,0.8303316306557937,1364.2463905325444,9451.830954517623,10816.077345050167,48.01641802550457,126.38668566401599,135.20048340569934,,11108.48651159382,19237.607870627402,True,1.9912673023190954,1.7317937822177034,50048535758.10924,formula
UGC08490,2.03,75.3,3.69,0.916295432679543,1114.9195073891626,8683.414890411783,9798.334397800945,47.5740118131738,132.76796386002127,141.0341051928076,,11108.48651159382,19237.607870627402,True,1.9912673023190954,1.7317937822177034,50048535758.10924,formula
UGC08490,2.37,76.6,3.69,0.9800276874104501,927.1730801687763,7955.0161825991745,8882.189262767952,46.876435444687985,137.30764127593207,145.08889879229233,,11108.48651159382,19237.607870627402,True,1.9912673023190954,1.7317937822177034,50048535758.10924,formula
UGC08490,2.7,77.6,3.69,1.039974052145821,786.6157407407408,7409.856670669895,8196.472411410636,46.08538271512997,141.44473482886775,148.76315239604435,,11108.48651159382,19237.607870627402,True,1.9912673023190954,1.7317937822177034,50048535758.10924,formula
UGC08490,3.05,78.5,3.69,1.112709948953167,662.5842622950819,7018.320548100611,7680.904810395693,44.954221158863376,146.30747647234867,153.0580271390784,,11108.48651159382,19237.607870627402,True,1.9912673023190954,1.7317937822177034,50048535758.10924,formula
UGC08490,3.38,78.2,3.69,1.1425115285685103,575.9066568047338,6502.718572269858,7078.6252290745915,44.11988780584103,148.25379851549206,154.67951795332218,,11108.48651159382,19237.607870627402,True,1.9912673023190954,1.7317937822177034,50048535758.10924,formula
UGC08490,3.72,78.8,3.69,1.1669410124413457,518.5047849462366,6034.7187111557905,6553.223496102027,43.91853595009743,149.83041615606473,156.13452983084665,,11108.48651159382,19237.607870627402,True,1.9912673023190954,1.7317937822177034,50048535758.10924,formula
UGC08490,4.06,79.2,3.69,1.1920931803000139,467.9960591133005,5648.527376320394,6116.523435433694,43.58972355957307,151.43652514456608,157.58516791836976,,11108.48651159382,19237.607870627402,True,1.9912673023190954,1.7317937822177034,50048535758.10924,formula
UGC08490,4.39,79.2,3.69,1.2564024736988153,405.8559453302962,5505.735334101155,5911.591279431451,42.21027836913659,155.46761115005296,161.0958898193994,,11108.48651159382,19237.607870627402,True,1.9912673023190954,1.7317937822177034,50048535758.10924,formula
UGC08490,4.74,79.2,3.69,1.3256685587125352,350.7332700421941,5380.314746610032,5731.048016652226,40.773468088942344,159.69562266678304,164.8185899676719,,11108.48651159382,19237.607870627402,True,1.9912673023190954,1.7317937822177034,50048535758.10924,formula
UGC08490,5.08,78.8,3.69,1.3960594889875577,301.9447637795276,5286.7805144116355,5588.725278191163,39.16477243646387,163.88058156234104,168.49547297542182,,11108.48651159382,19237.607870627402,True,1.9912673023190954,1.7317937822177034,50048535758.10924,formula
UGC08490,5.41,78.5,3.69,1.4878440599944227,256.70214417744916,5290.676635640469,5547.378779817918,37.26605157512665,169.1820339126319,173.23775338769244,,11108.48651159382,19237.607870627402,True,1.9912673023190954,1.7317937822177034,50048535758.10924,formula
UGC08490,5.75,80.1,3.69,1.5642474846827603,232.97810434782608,5233.457343120381,5466.435447468207,36.600875672584664,173.47155306545852,177.2907324790052,,11108.48651159382,19237.607870627402,True,1.9912673023190954,1.7317937822177034,50048535758.10924,formula
UGC08490,6.09,80.1,3.69,1.58480439232473,215.49720853858787,5006.2143598014945,5221.7115683400825,36.22675806637961,174.60769012615424,178.32617152619832,,11108.48651159382,19237.607870627402,True,1.9912673023190954,1.7317937822177034,50048535758.10924,formula
UGC08490,6.42,80.1,3.69,1.6283662380378818,195.7103582554517,4879.419183355372,5075.129541610824,35.44658657755355,176.9911612401633,180.5057662711679,,11108.48651159382,19237.607870627402,True,1.9912673023190954,1.7317937822177034,50048535758.10924,formula
UGC08490,6.77,80.1,3.69,1.662816724286843,179.31056129985228,4725.054077186329,4904.364638486181,34.84153412236608,178.85361640892657,182.21566508550094,,11108.48651159382,19237.607870627402,True,1.9912673023190954,1.7317937822177034,50048535758.10924,formula
UGC08490,7.11,79.8,3.69,1.6934200875164134,164.3545569620253,4581.905992107496,4746.260549069521,34.18422004375703,180.49197102332363,183.700605616542,,11108.48651159382,19237.607870627402,True,1.9912673023190954,1.7317937822177034,50048535758.10924,formula
UGC08490,7.44,79.8,3.69,1.6787598320915535,159.38297043010755,4340.7692686475275,4500.152239077635,34.435581888505965,179.70899632110132,182.9785032694759,,11108.48651159382,19237.607870627402,True,1.9912673023190954,1.7317937822177034,50048535758.10924,formula
UGC08490,7.78,79.5,3.69,1.6885141830186223,149.80616966580973,4175.18942633741,4324.995596003219,34.13930286341535,180.23033522940872,183.43518129547846,,11108.48651159382,19237.607870627402,True,1.9912673023190954,1.7317937822177034,50048535758.10924,formula
