r_kpc,v_obs_kms,v_bar_internal_kms,v_err_kms,galaxy,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc,matched_sparc_name,matched_sparc_name_norm,included_source_catalog,secondary_source_catalog,duplicate_flag,duplicate_status,source_object_name_primary,source_object_name_secondary,structure_2014_Name,structure_2014_preferred_name,structure_2014_catalog_name_normalized,structure_2014_RAJ2000,structure_2014_DEJ2000,structure_2014_Band,structure_2014_h,structure_2014_e_h,structure_2014_z0,structure_2014_e_z0,structure_2014_z0_over_h,structure_2014_h_over_z0,structure_2014_S0,structure_2014_e_S0,structure_2014_gradz0,structure_2014_mag,structure_2014_B/T,structure_2014_Type,structure_2014_RV,structure_2014_AName,structure_2014_NED,structure_2014_thickness_flag,structure_2014_biz_name,structure_2014_biz_name_norm,structure_2014_biz_catalog_token,structure_2014_RA_match_deg,structure_2014_DE_match_deg,structure_2014_biz_aname_norm,structure_2014_biz_aname_token,structure_2014_biz_ned_norm,structure_2014_biz_ned_token,structure_2014_matched,structure_2014_match_reason,structure_2014_matched_sparc_name,structure_2014_matched_sparc_index,structure_2014_matched_sep_deg,structure_2014___source_catalog__,segment_index,h_i_kpc,alpha_i,d_i,d_gal_mean,sigma0_i,sigma1_i,density_ratio_i,thickness_visibility_i,radial_visibility_i,omega_i,a_i,vdgrad_i,dyn_persist_i,e_struct_i,p_stat_i,beta_i,g_scale_i,delta_mag_i,g_trans_raw_km2s2_per_kpc,g_cap_i,g_trans_km2s2_per_kpc,g_bar_internal_km2s2_per_kpc,g_desc_km2s2_per_kpc,v_desc_kms,rotation_residual_desc_kms,rotation_residual_bar_only_kms,source_file,structure_2002_preferred_name,structure_2002_catalog_name_normalized,structure_2002_RFGC_int,structure_2002_Dist,structure_2002_Re,structure_2002_Z0,structure_2002_z0_over_re,structure_2002_S0,structure_2002_RAJ2000_deg,structure_2002_DEJ2000_deg,structure_2002_Note,structure_2002_has_ned_link_flag,structure_2002_has_simbad_link_flag,structure_2002_source_catalog,structure_2002__Glon,structure_2002__Glat,structure_2002__RAJ2000,structure_2002__DEJ2000,structure_2002__RAB1950,structure_2002__DEB1950,structure_2002__Elon2000,structure_2002__Elat2000,structure_2002_RFGC,structure_2002__RA,structure_2002__DE,structure_2002_NED,structure_2002_Simbad,structure_2002_biz_name,structure_2002_biz_name_norm,structure_2002_biz_catalog_token,structure_2002_RA_match_deg,structure_2002_DE_match_deg,structure_2002_biz_aname_norm,structure_2002_biz_aname_token,structure_2002_biz_ned_norm,structure_2002_biz_ned_token,structure_2002_matched,structure_2002_match_reason,structure_2002_matched_sparc_name,structure_2002_matched_sparc_index,structure_2002_matched_sep_deg,structure_2002___source_catalog__
1.34,58.3,120.17,10.5,ESO563-G021,0.0,120.17,0.0,2536.4850746268653,ESO563-G021,ESO563G021,Bizyaev_2002,,False,unique_to_2002,RFGC1431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.35,-0.02428141725805994,2.991501503959679,2.758412999994659,0.2330885039650199,0.0,0.9299681453968179,0.5,0.0630747465220467,1.1167792909507306,0.0630747465220467,0.0,0.0,0.054330250680651095,0.696141961896481,0.0,1204.9159858811795,0.0,0.0,5686.783588421599,0.0,10776.737985074627,10776.737985074627,120.17000000000002,-61.87000000000002,-61.870000000000005,ESO563-G021_pointwise_topostructure_v6.csv,RFGC1431,RFGC1431,1431.0,58.34,5.42,1.38,0.2546125461254612,17.51,131.82,-20.036111,x,True,True,Bizyaev 2002,244.867038,14.396511,131.82,-20.036111,131.254991,-19.851531,141.066163,-36.358796,1431.0,131.82,-20.0361,NED,Simbad,RFGC1431,RFGC1431,,131.82,-20.036111,,,NED,,True,coord_strict,ESO563-G021,12.0,0.000839320724025,Bizyaev_2002
2.23,74.1,137.48,5.69,ESO563-G021,0.0,137.48,0.0,2462.2466367713,ESO563-G021,ESO563G021,Bizyaev_2002,,False,unique_to_2002,RFGC1431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.35,-0.02428141725805994,2.991501503959679,2.758412999994659,0.2330885039650199,0.0,0.9299681453968179,0.5,0.0630747465220467,1.1167792909507306,0.0630747465220467,0.0,0.0,0.054330250680651095,0.696141961896481,0.0,1204.9159858811795,0.0,0.0,5686.783588421599,0.0,8475.672825112106,8475.672825112106,137.48,-63.379999999999995,-63.379999999999995,ESO563-G021_pointwise_topostructure_v6.csv,RFGC1431,RFGC1431,1431.0,58.34,5.42,1.38,0.2546125461254612,17.51,131.82,-20.036111,x,True,True,Bizyaev 2002,244.867038,14.396511,131.82,-20.036111,131.254991,-19.851531,141.066163,-36.358796,1431.0,131.82,-20.0361,NED,Simbad,RFGC1431,RFGC1431,,131.82,-20.036111,,,NED,,True,coord_strict,ESO563-G021,12.0,0.000839320724025,Bizyaev_2002
3.12,119.0,146.18,4.27,ESO563-G021,0.0,146.18,0.0,4538.782051282051,ESO563-G021,ESO563G021,Bizyaev_2002,,False,unique_to_2002,RFGC1431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.35,-0.02428141725805994,2.991501503959679,2.758412999994659,0.2330885039650199,0.0,0.9299681453968179,0.5,0.0630747465220467,1.1167792909507306,0.0630747465220467,0.0,0.0,0.054330250680651095,0.696141961896481,0.0,1204.9159858811795,0.0,0.0,5686.783588421599,0.0,6848.907820512821,6848.907820512821,146.18,-27.180000000000007,-27.180000000000007,ESO563-G021_pointwise_topostructure_v6.csv,RFGC1431,RFGC1431,1431.0,58.34,5.42,1.38,0.2546125461254612,17.51,131.82,-20.036111,x,True,True,Bizyaev 2002,244.867038,14.396511,131.82,-20.036111,131.254991,-19.851531,141.066163,-36.358796,1431.0,131.82,-20.0361,NED,Simbad,RFGC1431,RFGC1431,,131.82,-20.036111,,,NED,,True,coord_strict,ESO563-G021,12.0,0.000839320724025,Bizyaev_2002
4.01,141.0,157.86,3.76,ESO563-G021,0.0,157.86,0.0,4957.85536159601,ESO563-G021,ESO563G021,Bizyaev_2002,,False,unique_to_2002,RFGC1431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.35,-0.02428141725805994,2.991501503959679,2.758412999994659,0.2330885039650199,0.0,0.9299681453968179,0.5,0.0630747465220467,1.1167792909507306,0.0630747465220467,0.0,0.0,0.054330250680651095,0.696141961896481,0.0,1204.9159858811795,0.0,0.0,5686.783588421599,0.0,6214.408877805488,6214.408877805488,157.86,-16.860000000000014,-16.860000000000014,ESO563-G021_pointwise_topostructure_v6.csv,RFGC1431,RFGC1431,1431.0,58.34,5.42,1.38,0.2546125461254612,17.51,131.82,-20.036111,x,True,True,Bizyaev 2002,244.867038,14.396511,131.82,-20.036111,131.254991,-19.851531,141.066163,-36.358796,1431.0,131.82,-20.0361,NED,Simbad,RFGC1431,RFGC1431,,131.82,-20.036111,,,NED,,True,coord_strict,ESO563-G021,12.0,0.000839320724025,Bizyaev_2002
5.79,227.0,199.19,4.2,ESO563-G021,0.0,199.19,0.0,8899.65457685665,ESO563-G021,ESO563G021,Bizyaev_2002,,False,unique_to_2002,RFGC1431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.35,-0.02428141725805994,2.991501503959679,2.758412999994659,0.2330885039650199,0.0,0.9280385878490676,0.5,0.21044564961094084,1.2128658606640341,0.21044564961094084,0.0,0.0,0.054330250680651095,0.696141961896481,0.0,1135.778009131953,0.0,0.0,5360.343679313985,0.0,6852.617633851468,6852.617633851468,199.19,27.810000000000002,27.810000000000002,ESO563-G021_pointwise_topostructure_v6.csv,RFGC1431,RFGC1431,1431.0,58.34,5.42,1.38,0.2546125461254612,17.51,131.82,-20.036111,x,True,True,Bizyaev 2002,244.867038,14.396511,131.82,-20.036111,131.254991,-19.851531,141.066163,-36.358796,1431.0,131.82,-20.0361,NED,Simbad,RFGC1431,RFGC1431,,131.82,-20.036111,,,NED,,True,coord_strict,ESO563-G021,12.0,0.000839320724025,Bizyaev_2002
6.69,246.0,217.87,4.24,ESO563-G021,0.0,217.87,0.0,9045.7399103139,ESO563-G021,ESO563G021,Bizyaev_2002,,False,unique_to_2002,RFGC1431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.35,-0.02428141725805994,2.991501503959679,2.758412999994659,0.2330885039650199,0.0,0.9280385878490676,0.5,0.21044564961094084,1.2128658606640341,0.21044564961094084,0.0,0.0,0.054330250680651095,0.696141961896481,0.0,1135.778009131953,0.0,0.0,5360.343679313985,0.0,7095.267100149476,7095.267100149476,217.87,28.129999999999995,28.129999999999995,ESO563-G021_pointwise_topostructure_v6.csv,RFGC1431,RFGC1431,1431.0,58.34,5.42,1.38,0.2546125461254612,17.51,131.82,-20.036111,x,True,True,Bizyaev 2002,244.867038,14.396511,131.82,-20.036111,131.254991,-19.851531,141.066163,-36.358796,1431.0,131.82,-20.0361,NED,Simbad,RFGC1431,RFGC1431,,131.82,-20.036111,,,NED,,True,coord_strict,ESO563-G021,12.0,0.000839320724025,Bizyaev_2002
7.58,268.0,228.65,5.56,ESO563-G021,0.0,228.65,0.0,9475.461741424802,ESO563-G021,ESO563G021,Bizyaev_2002,,False,unique_to_2002,RFGC1431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.35,-0.02428141725805994,2.991501503959679,2.758412999994659,0.2330885039650199,0.0,0.9280385878490676,0.5,0.21044564961094084,1.2128658606640341,0.21044564961094084,0.0,0.0,0.054330250680651095,0.696141961896481,0.0,1135.778009131953,0.0,0.0,5360.343679313985,0.0,6897.206134564644,6897.206134564644,228.65,39.349999999999994,39.349999999999994,ESO563-G021_pointwise_topostructure_v6.csv,RFGC1431,RFGC1431,1431.0,58.34,5.42,1.38,0.2546125461254612,17.51,131.82,-20.036111,x,True,True,Bizyaev 2002,244.867038,14.396511,131.82,-20.036111,131.254991,-19.851531,141.066163,-36.358796,1431.0,131.82,-20.0361,NED,Simbad,RFGC1431,RFGC1431,,131.82,-20.036111,,,NED,,True,coord_strict,ESO563-G021,12.0,0.000839320724025,Bizyaev_2002
8.47,283.0,241.76,2.96,ESO563-G021,0.0,241.76,0.0,9455.6080283353,ESO563-G021,ESO563G021,Bizyaev_2002,,False,unique_to_2002,RFGC1431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.35,-0.02428141725805994,2.991501503959679,2.758412999994659,0.2330885039650199,0.0,0.9280385878490676,0.5,0.21044564961094084,1.2128658606640341,0.21044564961094084,0.0,0.0,0.054330250680651095,0.696141961896481,0.0,1135.778009131953,0.0,0.0,5360.343679313985,0.0,6900.578229043683,6900.578229043683,241.76,41.24000000000001,41.24000000000001,ESO563-G021_pointwise_topostructure_v6.csv,RFGC1431,RFGC1431,1431.0,58.34,5.42,1.38,0.2546125461254612,17.51,131.82,-20.036111,x,True,True,Bizyaev 2002,244.867038,14.396511,131.82,-20.036111,131.254991,-19.851531,141.066163,-36.358796,1431.0,131.82,-20.0361,NED,Simbad,RFGC1431,RFGC1431,,131.82,-20.036111,,,NED,,True,coord_strict,ESO563-G021,12.0,0.000839320724025,Bizyaev_2002
10.23,291.0,260.94,9.81,ESO563-G021,0.0,260.94,0.0,8277.712609970675,ESO563-G021,ESO563G021,Bizyaev_2002,,False,unique_to_2002,RFGC1431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.35,-0.02428141725805994,2.991501503959679,2.758412999994659,0.2330885039650199,0.0,0.9280385878490676,0.5,0.21044564961094084,1.2128658606640341,0.21044564961094084,0.0,0.0,0.054330250680651095,0.696141961896481,0.0,1135.778009131953,0.0,0.0,5360.343679313985,0.0,6655.8830498533725,6655.8830498533725,260.94,30.060000000000002,30.060000000000002,ESO563-G021_pointwise_topostructure_v6.csv,RFGC1431,RFGC1431,1431.0,58.34,5.42,1.38,0.2546125461254612,17.51,131.82,-20.036111,x,True,True,Bizyaev 2002,244.867038,14.396511,131.82,-20.036111,131.254991,-19.851531,141.066163,-36.358796,1431.0,131.82,-20.0361,NED,Simbad,RFGC1431,RFGC1431,,131.82,-20.036111,,,NED,,True,coord_strict,ESO563-G021,12.0,0.000839320724025,Bizyaev_2002
13.44,310.0,277.98028779033956,20.4,ESO563-G021,0.4,277.98,0.0,7150.297619047619,ESO563-G021,ESO563G021,Bizyaev_2002,,False,unique_to_2002,RFGC1431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.35,-1.5819868695656207,2.4463045956520326,2.758412999994659,-0.3121084043426263,-0.5451969083076462,0.8137612782847401,0.5,0.417118604102806,1.2627827210061282,0.417118604102806,0.5451969083076462,0.8720403141189149,0.3946513248895163,0.07200578380288578,0.15697986581461795,789.2641045070261,0.6798743183076766,44.36935676760718,3725.3037184639343,44.36725889008539,5749.482172619048,5793.849431509133,279.0507773855553,30.949222614444693,32.01971220966044,ESO563-G021_pointwise_topostructure_v6.csv,RFGC1431,RFGC1431,1431.0,58.34,5.42,1.38,0.2546125461254612,17.51,131.82,-20.036111,x,True,True,Bizyaev 2002,244.867038,14.396511,131.82,-20.036111,131.254991,-19.851531,141.066163,-36.358796,1431.0,131.82,-20.0361,NED,Simbad,RFGC1431,RFGC1431,,131.82,-20.036111,,,NED,,True,coord_strict,ESO563-G021,12.0,0.000839320724025,Bizyaev_2002
15.18,310.0,282.2671334038024,16.1,ESO563-G021,3.11,282.25,0.0,6330.698287220026,ESO563-G021,ESO563G021,Bizyaev_2002,,False,unique_to_2002,RFGC1431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.35,-1.5819868695656207,2.4463045956520326,2.758412999994659,-0.3121084043426263,-0.5451969083076462,0.8137612782847401,0.5,0.417118604102806,1.2627827210061282,0.417118604102806,0.5451969083076462,0.8720403141189149,0.3946513248895163,0.07200578380288578,0.15697986581461795,789.2641045070261,0.6798743183076766,44.36935676760718,3725.3037184639343,44.36725889008539,5248.664993412383,5293.032252302469,283.4576327953641,26.542367204635923,27.732866596197596,ESO563-G021_pointwise_topostructure_v6.csv,RFGC1431,RFGC1431,1431.0,58.34,5.42,1.38,0.2546125461254612,17.51,131.82,-20.036111,x,True,True,Bizyaev 2002,244.867038,14.396511,131.82,-20.036111,131.254991,-19.851531,141.066163,-36.358796,1431.0,131.82,-20.0361,NED,Simbad,RFGC1431,RFGC1431,,131.82,-20.036111,,,NED,,True,coord_strict,ESO563-G021,12.0,0.000839320724025,Bizyaev_2002
