r_kpc,v_obs_kms,v_vis_kms,v_err_kms,galaxy,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc,matched_sparc_name,matched_sparc_name_norm,included_source_catalog,secondary_source_catalog,duplicate_flag,duplicate_status,source_object_name_primary,source_object_name_secondary,structure_2014_Name,structure_2014_preferred_name,structure_2014_catalog_name_normalized,structure_2014_RAJ2000,structure_2014_DEJ2000,structure_2014_Band,structure_2014_h,structure_2014_e_h,structure_2014_z0,structure_2014_e_z0,structure_2014_z0_over_h,structure_2014_h_over_z0,structure_2014_S0,structure_2014_e_S0,structure_2014_gradz0,structure_2014_mag,structure_2014_B/T,structure_2014_Type,structure_2014_RV,structure_2014_AName,structure_2014_NED,structure_2014_thickness_flag,structure_2014_biz_name,structure_2014_biz_name_norm,structure_2014_biz_catalog_token,structure_2014_RA_match_deg,structure_2014_DE_match_deg,structure_2014_biz_aname_norm,structure_2014_biz_aname_token,structure_2014_biz_ned_norm,structure_2014_biz_ned_token,structure_2014_matched,structure_2014_match_reason,structure_2014_matched_sparc_name,structure_2014_matched_sparc_index,structure_2014_matched_sep_deg,structure_2014___source_catalog__,h_kpc,segment_index,Dw_i,sigma_i,beta_i,source_core_i,info_source_i,I_struct_i,gamma_topo,alpha_geom_i,alpha_mass_i,weight_geom_i,weight_mass_i,mass_bar_segment_msun,mass_norm_i,alpha_relax_i,neighbor_gradient_i,ell_info_kpc,c_info_gal,tau_struct_gal,mean_dw_pert,mean_sigma,mean_beta,r_scale,dw_internal,dw_external,observer_gap,observer_factor,factor_dw,factor_sigma,factor_rscale,factor_beta,gamma_raw,g_topo_km2s2_per_kpc,v_struct_kms,v_topo_total_kms,rotation_residual_topo_kms,rotation_residual_vis_only_kms,source_file,structure_2002_preferred_name,structure_2002_catalog_name_normalized,structure_2002_RFGC_int,structure_2002_Dist,structure_2002_Re,structure_2002_Z0,structure_2002_z0_over_re,structure_2002_S0,structure_2002_RAJ2000_deg,structure_2002_DEJ2000_deg,structure_2002_Note,structure_2002_has_ned_link_flag,structure_2002_has_simbad_link_flag,structure_2002_source_catalog,structure_2002__Glon,structure_2002__Glat,structure_2002__RAJ2000,structure_2002__DEJ2000,structure_2002__RAB1950,structure_2002__DEB1950,structure_2002__Elon2000,structure_2002__Elat2000,structure_2002_RFGC,structure_2002__RA,structure_2002__DE,structure_2002_NED,structure_2002_Simbad,structure_2002_biz_name,structure_2002_biz_name_norm,structure_2002_biz_catalog_token,structure_2002_RA_match_deg,structure_2002_DE_match_deg,structure_2002_biz_aname_norm,structure_2002_biz_aname_token,structure_2002_biz_ned_norm,structure_2002_biz_ned_token,structure_2002_matched,structure_2002_match_reason,structure_2002_matched_sparc_name,structure_2002_matched_sparc_index,structure_2002_matched_sep_deg,structure_2002___source_catalog__
0.46,52.0,56.726241722856976,1.25,NGC2403,2.29,56.68,0.0,5878.260869565217,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,0.35,1,2.191385540125198,0.05065295762727606,0.9893539169560001,0.014286992611067556,0.014134892101281117,0.09959252392911819,432993.6428305599,2.2272481886498134,2.0511987112547696,0.28806584362139914,0.0736931150021933,923002052.025577,0.28205643422042087,0.013343896801924604,0.03592408342360004,3.38,1.0,2.0,0.1939300358346574,0.032815724537822485,0.9837128242360789,4.87089418483742,2.2047294369271224,2.1939300358346574,0.010799401092465022,1.0476277972065482,6.464334527855247,3.2815724538822484,1.948357673935368,1.0,432993.6428305599,203794.56396388749,306.1788683488595,311.38941202839294,-259.38941202839294,-4.726241722856976,NGC2403_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.56,60.9,63.8246229914443,2.93,NGC2403,2.64,63.77,0.0,6622.874999999999,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,0.35,1,2.191385540125198,0.05065295762727606,0.9893539169560001,0.014286992611067556,0.014134892101281117,0.09959252392911819,432993.6428305599,2.2272481886498134,2.0511987112547696,0.28806584362139914,0.0736931150021933,923002052.025577,0.28205643422042087,0.013343896801924604,0.03592408342360004,3.38,1.0,2.0,0.1939300358346574,0.032815724537822485,0.9837128242360789,4.87089418483742,2.2047294369271224,2.1939300358346574,0.010799401092465022,1.0476277972065482,6.464334527855247,3.2815724538822484,1.948357673935368,1.0,432993.6428305599,137509.3422664496,277.498165163685,284.7434181315027,-223.84341813150272,-2.924622991444302,NGC2403_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.66,65.8,67.62657465819188,1.25,NGC2403,3.0,67.56,0.0,6560.060606060605,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,0.35,1,2.191385540125198,0.05065295762727606,0.9893539169560001,0.014286992611067556,0.014134892101281117,0.09959252392911819,432993.6428305599,2.2272481886498134,2.0511987112547696,0.28806584362139914,0.0736931150021933,923002052.025577,0.28205643422042087,0.013343896801924604,0.03592408342360004,3.38,1.0,2.0,0.1939300358346574,0.032815724537822485,0.9837128242360789,4.87089418483742,2.2047294369271224,2.1939300358346574,0.010799401092465022,1.0476277972065482,6.464334527855247,3.2815724538822484,1.948357673935368,1.0,432993.6428305599,98996.62473544214,255.6125433647414,264.4071215481758,-198.60712154817577,-1.8265746581918876,NGC2403_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.76,71.7,70.9087053893949,1.25,NGC2403,3.34,70.83,0.0,6764.328947368422,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,0.35,1,2.191385540125198,0.05065295762727606,0.9893539169560001,0.014286992611067556,0.014134892101281117,0.09959252392911819,432993.6428305599,2.2272481886498134,2.0511987112547696,0.28806584362139914,0.0736931150021933,923002052.025577,0.28205643422042087,0.013343896801924604,0.03592408342360004,3.38,1.0,2.0,0.1939300358346574,0.032815724537822485,0.9837128242360789,4.87089418483742,2.2047294369271224,2.1939300358346574,0.010799401092465022,1.0476277972065482,6.464334527855247,3.2815724538822484,1.948357673935368,1.0,432993.6428305599,74658.81186765686,238.20305837545246,248.53317991652386,-176.83317991652387,0.7912946106051066,NGC2403_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.86,74.6,72.89295164829038,1.6,NGC2403,3.68,72.8,0.0,6471.116279069766,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,0.35,1,2.191385540125198,0.05065295762727606,0.9893539169560001,0.014286992611067556,0.014134892101281117,0.09959252392911819,432993.6428305599,2.2272481886498134,2.0511987112547696,0.28806584362139914,0.0736931150021933,923002052.025577,0.28205643422042087,0.013343896801924604,0.03592408342360004,3.38,1.0,2.0,0.1939300358346574,0.032815724537822485,0.9837128242360789,4.87089418483742,2.2047294369271224,2.1939300358346574,0.010799401092465022,1.0476277972065482,6.464334527855247,3.2815724538822484,1.948357673935368,1.0,432993.6428305599,58305.74599074986,223.92619666319723,235.4916642941845,-160.8916642941845,1.7070483517096164,NGC2403_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96,74.6,74.9778453944897,1.03,NGC2403,4.02,74.87,0.0,5797.041666666666,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,0.35,1,2.191385540125198,0.05065295762727606,0.9893539169560001,0.014286992611067556,0.014134892101281117,0.09959252392911819,432993.6428305599,2.2272481886498134,2.0511987112547696,0.28806584362139914,0.0736931150021933,923002052.025577,0.28205643422042087,0.013343896801924604,0.03592408342360004,3.38,1.0,2.0,0.1939300358346574,0.032815724537822485,0.9837128242360789,4.87089418483742,2.2047294369271224,2.1939300358346574,0.010799401092465022,1.0476277972065482,6.464334527855247,3.2815724538822484,1.948357673935368,1.0,432993.6428305599,46791.37341011132,211.94272451232402,224.81413606289726,-150.21413606289727,-0.3778453944897109,NGC2403_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.06,76.6,77.24371366007722,1.12,NGC2403,4.37,77.12,0.0,5535.43396226415,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,0.35,1,2.191385540125198,0.05065295762727606,0.9893539169560001,0.014286992611067556,0.014134892101281117,0.09959252392911819,432993.6428305599,2.2272481886498134,2.0511987112547696,0.28806584362139914,0.0736931150021933,923002052.025577,0.28205643422042087,0.013343896801924604,0.03592408342360004,3.38,1.0,2.0,0.1939300358346574,0.032815724537822485,0.9837128242360789,4.87089418483742,2.2047294369271224,2.1939300358346574,0.010799401092465022,1.0476277972065482,6.464334527855247,3.2815724538822484,1.948357673935368,1.0,432993.6428305599,38379.25394691936,201.6978165071068,215.98287081093844,-139.38287081093844,-0.6437136600772249,NGC2403_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.16,78.5,79.61182952300493,1.6,NGC2403,4.75,79.47,0.0,5312.284482758621,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,0.35,1,2.191385540125198,0.05065295762727606,0.9893539169560001,0.014286992611067556,0.014134892101281117,0.09959252392911819,432993.6428305599,2.2272481886498134,2.0511987112547696,0.28806584362139914,0.0736931150021933,923002052.025577,0.28205643422042087,0.013343896801924604,0.03592408342360004,3.38,1.0,2.0,0.1939300358346574,0.032815724537822485,0.9837128242360789,4.87089418483742,2.2047294369271224,2.1939300358346574,0.010799401092465022,1.0476277972065482,6.464334527855247,3.2815724538822484,1.948357673935368,1.0,432993.6428305599,32047.36157458279,192.8080377642904,208.59765776852825,-130.09765776852825,-1.1118295230049284,NGC2403_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.27,83.4,82.34121021699889,1.8,NGC2403,5.15,82.18,0.0,5476.818897637796,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,0.35,1,2.191385540125198,0.05065295762727606,0.9893539169560001,0.014286992611067556,0.014134892101281117,0.09959252392911819,432993.6428305599,2.2272481886498134,2.0511987112547696,0.28806584362139914,0.0736931150021933,923002052.025577,0.28205643422042087,0.013343896801924604,0.03592408342360004,3.38,1.0,2.0,0.1939300358346574,0.032815724537822485,0.9837128242360789,4.87089418483742,2.2047294369271224,2.1939300358346574,0.010799401092465022,1.0476277972065482,6.464334527855247,3.2815724538822484,1.948357673935368,1.0,432993.6428305599,26736.269908090148,184.26899571896107,201.82947674528242,-118.42947674528241,1.0587897830011173,NGC2403_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.36,86.4,85.36800454502846,1.6,NGC2403,5.51,85.19,0.0,5488.941176470588,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,0.35,1,2.191385540125198,0.05065295762727606,0.9893539169560001,0.014286992611067556,0.014134892101281117,0.09959252392911819,432993.6428305599,2.2272481886498134,2.0511987112547696,0.28806584362139914,0.0736931150021933,923002052.025577,0.28205643422042087,0.013343896801924604,0.03592408342360004,3.38,1.0,2.0,0.1939300358346574,0.032815724537822485,0.9837128242360789,4.87089418483742,2.2047294369271224,2.1939300358346574,0.010799401092465022,1.0476277972065482,6.464334527855247,3.2815724538822484,1.948357673935368,1.0,432993.6428305599,23314.73277182017,178.06750565354542,197.47337230542104,-111.07337230542103,1.0319954549715504,NGC2403_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.47,87.4,88.12843581954691,1.41,NGC2403,5.76,87.94,0.0,5196.435374149661,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,0.35,1,2.191385540125198,0.05065295762727606,0.9893539169560001,0.014286992611067556,0.014134892101281117,0.09959252392911819,432993.6428305599,2.2272481886498134,2.0511987112547696,0.28806584362139914,0.0736931150021933,923002052.025577,0.28205643422042087,0.013343896801924604,0.03592408342360004,3.38,1.0,2.0,0.1939300358346574,0.032815724537822485,0.9837128242360789,4.87089418483742,2.2047294369271224,2.1939300358346574,0.010799401092465022,1.0476277972065482,6.464334527855247,3.2815724538822484,1.948357673935368,1.0,432993.6428305599,19956.004319847565,171.27558597236185,192.61865836459333,-105.21865836459332,-0.7284358195469025,NGC2403_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.67,93.3,94.184948372869,1.6,NGC2403,6.21,93.98,0.0,5212.508982035928,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,0.35,2,2.1407325824979218,0.05801889304065111,0.951328319827945,0.040839503978147944,0.03885177670213816,0.13564035356985574,432993.6428305599,2.0601289404119227,2.1725640116847558,0.1308411214953271,0.33131628697030735,5748475495.621661,0.7039000890543297,0.06399685442920067,0.0442892313287413,3.38,1.0,2.0,0.1939300358346574,0.032815724537822485,0.9837128242360789,4.87089418483742,2.2047294369271224,2.1939300358346574,0.010799401092465022,1.0476277972065482,6.464334527855247,3.2815724538822484,1.948357673935368,1.0,432993.6428305599,21058.987703767427,187.53268905791225,209.85545969855443,-116.55545969855443,-0.8849483728690046,NGC2403_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.77,93.3,97.07252958484186,1.41,NGC2403,6.42,96.86,0.0,4918.016949152542,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,0.35,2,2.1407325824979218,0.05801889304065111,0.951328319827945,0.040839503978147944,0.03885177670213816,0.13564035356985574,432993.6428305599,2.0601289404119227,2.1725640116847558,0.1308411214953271,0.33131628697030735,5748475495.621661,0.7039000890543297,0.06399685442920067,0.0442892313287413,3.38,1.0,2.0,0.1939300358346574,0.032815724537822485,0.9837128242360789,4.87089418483742,2.2047294369271224,2.1939300358346574,0.010799401092465022,1.0476277972065482,6.464334527855247,3.2815724538822484,1.948357673935368,1.0,432993.6428305599,18746.659902019524,182.15814016006684,206.40897273755942,-113.10897273755943,-3.7725295848418625,NGC2403_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.87,95.2,99.42995625061896,1.25,NGC2403,6.61,99.21,0.0,4846.545454545455,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,0.35,2,2.1407325824979218,0.05801889304065111,0.951328319827945,0.040839503978147944,0.03885177670213816,0.13564035356985574,432993.6428305599,2.0601289404119227,2.1725640116847558,0.1308411214953271,0.33131628697030735,5748475495.621661,0.7039000890543297,0.06399685442920067,0.0442892313287413,3.38,1.0,2.0,0.1939300358346574,0.032815724537822485,0.9837128242360789,4.87089418483742,2.2047294369271224,2.1939300358346574,0.010799401092465022,1.0476277972065482,6.464334527855247,3.2815724538822484,1.948357673935368,1.0,432993.6428305599,16795.278906184612,177.22068602328912,203.20799136491956,-108.00799136491956,-4.2299562506189545,NGC2403_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.97,97.2,101.64837677011866,1.6,NGC2403,6.81,101.42,0.0,4795.8578680203045,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,0.35,2,2.1407325824979218,0.05801889304065111,0.951328319827945,0.040839503978147944,0.03885177670213816,0.13564035356985574,432993.6428305599,2.0601289404119227,2.1725640116847558,0.1308411214953271,0.33131628697030735,5748475495.621661,0.7039000890543297,0.06399685442920067,0.0442892313287413,3.38,1.0,2.0,0.1939300358346574,0.032815724537822485,0.9837128242360789,4.87089418483742,2.2047294369271224,2.1939300358346574,0.010799401092465022,1.0476277972065482,6.464334527855247,3.2815724538822484,1.948357673935368,1.0,432993.6428305599,15133.451211584163,172.66412159687604,200.3628992274288,-103.16289922742881,-4.4483767701186565,NGC2403_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.08,99.1,104.02645913420298,2.02,NGC2403,7.01,103.79,0.0,4721.543269230769,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,0.35,2,2.1407325824979218,0.05801889304065111,0.951328319827945,0.040839503978147944,0.03885177670213816,0.13564035356985574,432993.6428305599,2.0601289404119227,2.1725640116847558,0.1308411214953271,0.33131628697030735,5748475495.621661,0.7039000890543297,0.06399685442920067,0.0442892313287413,3.38,1.0,2.0,0.1939300358346574,0.032815724537822485,0.9837128242360789,4.87089418483742,2.2047294369271224,2.1939300358346574,0.010799401092465022,1.0476277972065482,6.464334527855247,3.2815724538822484,1.948357673935368,1.0,432993.6428305599,13575.122690235987,168.03646983821952,197.63036051095708,-98.53036051095708,-4.926459134202986,NGC2403_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.18,98.2,106.31884969279906,2.02,NGC2403,7.27,106.07,0.0,4423.504587155963,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,0.35,2,2.1407325824979218,0.05801889304065111,0.951328319827945,0.040839503978147944,0.03885177670213816,0.13564035356985574,432993.6428305599,2.0601289404119227,2.1725640116847558,0.1308411214953271,0.33131628697030735,5748475495.621661,0.7039000890543297,0.06399685442920067,0.0442892313287413,3.38,1.0,2.0,0.1939300358346574,0.032815724537822485,0.9837128242360789,4.87089418483742,2.2047294369271224,2.1939300358346574,0.010799401092465022,1.0476277972065482,6.464334527855247,3.2815724538822484,1.948357673935368,1.0,432993.6428305599,12358.263363150612,164.13718083258388,195.56255247789218,-97.36255247789218,-8.11884969279906,NGC2403_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.28,98.2,106.99600226176678,1.6,NGC2403,7.54,106.73,0.0,4229.491228070176,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,0.35,2,2.1407325824979218,0.05801889304065111,0.951328319827945,0.040839503978147944,0.03885177670213816,0.13564035356985574,432993.6428305599,2.0601289404119227,2.1725640116847558,0.1308411214953271,0.33131628697030735,5748475495.621661,0.7039000890543297,0.06399685442920067,0.0442892313287413,3.38,1.0,2.0,0.1939300358346574,0.032815724537822485,0.9837128242360789,4.87089418483742,2.2047294369271224,2.1939300358346574,0.010799401092465022,1.0476277972065482,6.464334527855247,3.2815724538822484,1.948357673935368,1.0,432993.6428305599,11297.978379316133,160.49732304571558,192.89254833933006,-94.69254833933006,-8.796002261766773,NGC2403_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.37,98.2,106.47681531676274,1.0,NGC2403,7.81,106.19,0.0,4068.877637130801,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,0.35,2,2.1407325824979218,0.05801889304065111,0.951328319827945,0.040839503978147944,0.03885177670213816,0.13564035356985574,432993.6428305599,2.0601289404119227,2.1725640116847558,0.1308411214953271,0.33131628697030735,5748475495.621661,0.7039000890543297,0.06399685442920067,0.0442892313287413,3.38,1.0,2.0,0.1939300358346574,0.032815724537822485,0.9837128242360789,4.87089418483742,2.2047294369271224,2.1939300358346574,0.010799401092465022,1.0476277972065482,6.464334527855247,3.2815724538822484,1.948357673935368,1.0,432993.6428305599,10456.196622164713,157.42041161974635,190.048673224862,-91.848673224862,-8.276815316762736,NGC2403_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.47,97.2,105.8918665431864,1.12,NGC2403,8.25,105.57,0.0,3825.036437246964,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,0.35,2,2.1407325824979218,0.05801889304065111,0.951328319827945,0.040839503978147944,0.03885177670213816,0.13564035356985574,432993.6428305599,2.0601289404119227,2.1725640116847558,0.1308411214953271,0.33131628697030735,5748475495.621661,0.7039000890543297,0.06399685442920067,0.0442892313287413,3.38,1.0,2.0,0.1939300358346574,0.032815724537822485,0.9837128242360789,4.87089418483742,2.2047294369271224,2.1939300358346574,0.010799401092465022,1.0476277972065482,6.464334527855247,3.2815724538822484,1.948357673935368,1.0,432993.6428305599,9626.679802494216,154.20084017981458,187.05877822802307,-89.85877822802307,-8.691866543186393,NGC2403_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.57,98.2,105.44533797186104,1.41,NGC2403,8.77,105.08,0.0,3752.23346303502,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,0.35,2,2.1407325824979218,0.05801889304065111,0.951328319827945,0.040839503978147944,0.03885177670213816,0.13564035356985574,432993.6428305599,2.0601289404119227,2.1725640116847558,0.1308411214953271,0.33131628697030735,5748475495.621661,0.7039000890543297,0.06399685442920067,0.0442892313287413,3.38,1.0,2.0,0.1939300358346574,0.032815724537822485,0.9837128242360789,4.87089418483742,2.2047294369271224,2.1939300358346574,0.010799401092465022,1.0476277972065482,6.464334527855247,3.2815724538822484,1.948357673935368,1.0,432993.6428305599,8892.096898823145,151.1710588372506,184.31334278878313,-86.11334278878313,-7.245337971861034,NGC2403_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
