galaxy,source_file,beta_mode,beta_mean,beta_max,d_eff_mean,d_eff_max,cinfo_cap_mean,eta_mean,projection_mean,struct_to_bar_ratio_mean,struct_to_bar_ratio_max,sigma_flip_severity,a_newton_source,rmse_kmps,mean_absolute_fractional_error,n_points,status,error
UGC11557,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\UGC11557_normalized.csv,local_structural_coupling_v6,100.00955788186832,120.92282251899807,2.2201806124961667,2.420648448344677,0.5913733879963204,0.3776080441611203,0.21421349004346626,0.005535147675283374,0.03864326792268856,1.0244438602722146,baryonic_velocity_components,20.860399661828268,0.8093818374809493,12,ok,
UGC12506,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\UGC12506_normalized.csv,local_structural_coupling_v6,103.0631258816075,127.43134881488302,2.347721551448665,2.466701472675809,0.7138126893907177,0.4737852415108842,0.2542248590376229,0.0013266735385040818,0.018894212903010767,1.0280702651000864,baryonic_velocity_components,78.8626608228445,0.3497049851569784,31,ok,
NGC5585,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\NGC5585_normalized.csv,local_structural_coupling_v6,93.31861967412742,110.12471275378275,2.316449509905488,2.4621100331906463,0.6837915295092687,0.44894415739009413,0.2783490125692329,0.011100986025007961,0.1251458015298188,1.0363407028310034,baryonic_velocity_components,24.170665502145596,0.2623196845621247,24,ok,
ESO079-G014,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\ESO079-G014_normalized.csv,local_structural_coupling_v6,93.54249284750058,119.20387497104039,2.1898071271145043,2.383825004498458,0.5622148420299242,0.35484264360418966,0.1908030826055707,0.002069482868428866,0.010624485289030136,1.0549769421689397,baryonic_velocity_components,28.91283331752906,0.18010860377135213,15,ok,
UGC02023,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\UGC02023_normalized.csv,local_structural_coupling_v6,99.86628760705392,104.31660965100863,2.190114827029668,2.252754188772023,0.5625102339484813,0.3524332644938676,0.17291155618347712,0.02130986902203841,0.07544133670962862,1.0590647515706055,baryonic_velocity_components,8.958888938112958,0.1666911522548927,5,ok,
UGC04483,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\UGC04483_normalized.csv,local_structural_coupling_v6,104.83566595166943,119.23597685922608,2.249372410215618,2.3513618614306058,0.6193975138069935,0.3962731350377453,0.192364350900333,0.10462503006340843,0.2856980618842719,1.0645911033993944,baryonic_velocity_components,7.331315342272765,0.28855600949582955,8,ok,
UGC00191,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\UGC00191_normalized.csv,local_structural_coupling_v6,99.61248523877748,114.65028032237481,2.22441527561764,2.3667586761924255,0.5954386645929344,0.3789297557268603,0.2532070930354938,0.015325156277236922,0.04206924837688846,1.0685244978371835,baryonic_velocity_components,23.946907541174845,0.3380807470676147,9,ok,
NGC6789,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\NGC6789_normalized.csv,local_structural_coupling_v6,101.99326582603821,115.1690854077189,2.2171636452477594,2.361861979069597,0.5884770994378488,0.37320960880141274,0.1734282980712685,0.08726866489520943,0.3040664019454732,1.0979962662441953,baryonic_velocity_components,22.346583657532186,0.4490874916213464,4,ok,
F565-V2,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\F565-V2_normalized.csv,local_structural_coupling_v6,90.97424716121525,101.14618331394657,2.1129583434045727,2.1646582259875613,0.48844000966838985,0.29893460214138956,0.13564007145775916,0.023904103964005833,0.09741815509473493,1.2033403187709972,baryonic_velocity_components,37.82314277688156,0.5529797012670808,7,ok,
UGC03205,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\UGC03205_normalized.csv,local_structural_coupling_v6,105.31587325439394,127.42878868108262,2.362167501497336,2.488450306944118,0.727680801437443,0.48402115555250536,0.39649714442754097,0.0006394191782470102,0.0019361828363701676,1.2140501967254633,baryonic_velocity_components,33.65394223427973,0.12181189762631821,48,ok,
F574-1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\F574-1_normalized.csv,local_structural_coupling_v6,96.9088544522223,110.38443775062112,2.2228307886180865,2.2668951423635915,0.5939175570733631,0.37594287257541936,0.19391282985902877,0.015832282421429623,0.14182877557219878,1.2209302625843768,baryonic_velocity_components,36.50169221258133,0.3892521107314972,14,ok,
F568-V1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\F568-V1_normalized.csv,local_structural_coupling_v6,100.16216851338366,109.29318801731003,2.254458570853926,2.3887890723487484,0.6242802280197686,0.3999966556447253,0.2603516047867547,0.01740838681834241,0.13879181320105408,1.2236373097302657,baryonic_velocity_components,55.21292931664076,0.5233860290670113,15,ok,
F568-1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\F568-1_normalized.csv,local_structural_coupling_v6,86.7861453077086,104.37962816194474,2.1386965432164264,2.2149614595398703,0.5131486814877696,0.3168325545804748,0.18739498746635222,0.01784165755812379,0.1369469506257228,1.2532016451845462,baryonic_velocity_components,59.5094874926755,0.5029868207497125,12,ok,
UGC11455,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\UGC11455_normalized.csv,local_structural_coupling_v6,103.41198218917643,125.89054656561358,2.3083249877950798,2.4907017433172136,0.6759919882832762,0.4437179216116407,0.30194298599045183,0.0004455315005030488,0.003903667057302879,1.2644708034949674,baryonic_velocity_components,39.817387246455006,0.21078563616308027,36,ok,
NGC1090,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\NGC1090_normalized.csv,local_structural_coupling_v6,103.37931741063376,121.84858023374782,2.3834471576480754,2.4836827948484332,0.7481092713421523,0.5011986993705093,0.28403800583509703,0.0010032646659928126,0.006043482734327824,1.5047570057600432,baryonic_velocity_components,25.733391945509215,0.20452851627221136,24,ok,
NGC2403,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\NGC2403_normalized.csv,local_structural_coupling_v6,96.62716766729402,132.57719245782073,2.351313185190746,2.4867711131816996,0.7172606577831163,0.4769645580097445,0.3386360031174676,0.003626822458751111,0.06294508441171459,1.609665886631586,baryonic_velocity_components,37.902598375142006,0.2104297092477293,73,ok,
UGC03580,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\UGC03580_normalized.csv,local_structural_coupling_v6,97.76707808189369,123.32211676640121,2.3923939388414914,2.481185598846292,0.7566981812878316,0.5066372567196156,0.4073019712071347,0.001611879196607143,0.008815176647197519,1.6418641372990401,baryonic_velocity_components,39.162369946037956,0.4102748201737585,47,ok,
UGC06787,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\UGC06787_normalized.csv,local_structural_coupling_v6,97.94457998366774,134.30776241657063,2.4364742119699767,2.4857630441101324,0.7990152434911769,0.5414492469849315,0.43673605412315447,0.00026977334645684895,0.000982696349224772,1.6614937562871215,baryonic_velocity_components,64.93800327110532,0.2184978769286983,71,ok,
UGC01281,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\UGC01281_normalized.csv,local_structural_coupling_v6,97.8811111412413,129.71146861051318,2.227104163094164,2.392348910270835,0.5980199965703978,0.38081669714861066,0.24527596764227647,0.10689356173321178,0.48398237800080035,1.8054356659460935,baryonic_velocity_components,18.47785741214292,0.4813997802183744,25,ok,
