galaxy,r_kpc,v_obs_kmps,v_err_kmps,sigma_profile,a_bar_kmps2_per_kpc,a_struct_kmps2_per_kpc,a_total_kmps2_per_kpc,v_bar_kmps,v_struct_kmps,v_model_kmps,beta_raw,beta_formula,beta_clipped,use_dimension_proxy,d_eff_proxy,d_eff_response,beta_cinfo_limit,beta_mode
UGC07125,1.44,26.1,3.3,-0.21149276018264584,585.6142361111112,-608.2041117160421,0.0,29.03936121886981,0.0,0.0,,2554.8292581131923,4141.105918305406,True,2.276885252035058,1.6208934139746467,134215707570.51266,formula
UGC07125,2.88,43.0,3.47,0.11499117816825218,571.7611111111112,165.34397516161823,737.1050862727294,40.57920649790974,21.82179297091466,46.07453362179004,,2554.8292581131923,4141.105918305406,True,2.276885252035058,1.6208934139746467,134215707570.51266,formula
UGC07125,4.33,48.5,2.35,0.25930123165099733,418.3802540415704,247.989345268782,666.3695993103524,42.56273604927202,32.768794073231106,53.71573666081315,,2554.8292581131923,4141.105918305406,True,2.276885252035058,1.6208934139746467,134215707570.51266,formula
UGC07125,5.76,52.5,2.0,0.3870958951390507,324.0850694444444,278.29949692917563,602.38456637362,43.20567092408125,40.03754615747638,58.90445740614246,,2554.8292581131923,4141.105918305406,True,2.276885252035058,1.6208934139746467,134215707570.51266,formula
UGC07125,7.2,56.4,2.05,0.6060570960012861,240.15173611111106,348.5759204280435,588.7276565391546,41.58235803799491,50.09737145880923,65.10636779211319,,2554.8292581131923,4141.105918305406,True,2.276885252035058,1.6208934139746467,134215707570.51266,formula
UGC07125,8.64,58.5,2.21,0.6158238744380532,213.20706018518516,295.1610985033781,508.3681586885633,42.91979729681863,50.499424660773975,66.2744361806963,,2554.8292581131923,4141.105918305406,True,2.276885252035058,1.6208934139746467,134215707570.51266,formula
UGC07125,10.08,61.5,2.1,0.6484639258059758,195.46571428571426,266.40454374629803,461.8702580320123,44.38799837793995,51.82043806224224,68.23233984675217,,2554.8292581131923,4141.105918305406,True,2.276885252035058,1.6208934139746467,134215707570.51266,formula
UGC07125,11.47,64.6,2.01,0.6893151827693941,181.92240627724493,248.86897846068965,430.79138473793455,45.67986427300326,53.427775388313805,70.29350740249137,,2554.8292581131923,4141.105918305406,True,2.276885252035058,1.6208934139746467,134215707570.51266,formula
UGC07125,13.0,65.6,2.12,0.5385460797320056,192.55464615384614,171.55202754295257,364.1066736967987,50.03209369994424,47.224743070326845,68.7996130661967,,2554.8292581131923,4141.105918305406,True,2.276885252035058,1.6208934139746467,134215707570.51266,formula
UGC07125,14.42,65.4,2.65,0.5348770014580637,173.1728294036061,153.60487630398313,326.77770570758923,49.971513885412755,47.06359863316273,68.6449890108771,,2554.8292581131923,4141.105918305406,True,2.276885252035058,1.6208934139746467,134215707570.51266,formula
UGC07125,15.84,65.5,3.05,0.621636475057805,144.94324494949495,162.51657107931734,307.45981602881227,47.915561146667166,50.73719036265594,69.78655662730743,,2554.8292581131923,4141.105918305406,True,2.276885252035058,1.6208934139746467,134215707570.51266,formula
UGC07125,17.26,65.1,3.22,0.6168338307983948,132.03365585168018,147.99387180360532,280.0275276552855,47.737835099635596,50.54081743828673,69.52176009948417,,2554.8292581131923,4141.105918305406,True,2.276885252035058,1.6208934139746467,134215707570.51266,formula
UGC07125,18.68,64.9,3.48,0.8071960686568156,100.17741434689508,178.94456194580277,279.12197629269787,43.258688144695284,57.81595296410495,72.20802252622347,,2554.8292581131923,4141.105918305406,True,2.276885252035058,1.6208934139746467,134215707570.51266,formula
