r_kpc,v_obs_kms,v_bar_internal_kms,v_err_kms,galaxy,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc,matched_sparc_name,matched_sparc_name_norm,included_source_catalog,secondary_source_catalog,duplicate_flag,duplicate_status,source_object_name_primary,source_object_name_secondary,structure_2014_Name,structure_2014_preferred_name,structure_2014_catalog_name_normalized,structure_2014_RAJ2000,structure_2014_DEJ2000,structure_2014_Band,structure_2014_h,structure_2014_e_h,structure_2014_z0,structure_2014_e_z0,structure_2014_z0_over_h,structure_2014_h_over_z0,structure_2014_S0,structure_2014_e_S0,structure_2014_gradz0,structure_2014_mag,structure_2014_B/T,structure_2014_Type,structure_2014_RV,structure_2014_AName,structure_2014_NED,structure_2014_thickness_flag,structure_2014_biz_name,structure_2014_biz_name_norm,structure_2014_biz_catalog_token,structure_2014_RA_match_deg,structure_2014_DE_match_deg,structure_2014_biz_aname_norm,structure_2014_biz_aname_token,structure_2014_biz_ned_norm,structure_2014_biz_ned_token,structure_2014_matched,structure_2014_match_reason,structure_2014_matched_sparc_name,structure_2014_matched_sparc_index,structure_2014_matched_sep_deg,structure_2014___source_catalog__,segment_index,h_i_kpc,alpha_i,d_i,d_gal_mean,sigma0_i,sigma1_i,delta_d_eff_i,beta_i,density_ratio_i,thickness_visibility_i,radial_visibility_i,omega_i,a_i,g_scale_i,delta_mag_i,g_trans_raw_km2s2_per_kpc,g_cap_i,g_trans_km2s2_per_kpc,g_bar_internal_km2s2_per_kpc,g_desc_km2s2_per_kpc,v_desc_kms,rotation_residual_desc_kms,rotation_residual_bar_only_kms
0.31,3.1,4.17163037672323,4.5,UGC05750,1.0,4.05,0.0,31.000000000000004,UGC05750,UGC5750,Bizyaev_2014,,False,unique_to_2014,PGC91032,,EON_158.937_20.706,PGC91032,PGC91032,158.936539,20.705694,r,7.64,0.06,2.64,0.26,0.3455497382198953,2.8939393939393936,21.68,0.12,0.105,15.26,0.1,SC,16460.0,PGC091032,NED,thick_like,PGC91032,PGC91032,PGC91032,158.936539,20.705694,PGC091032,PGC91032,NED,,True,coord_review,UGC05750,123.0,0.2845034918360085,Bizyaev_2014,1,0.35,-0.40538148818982794,2.8581164791335603,2.8581164791335603,0.0,0.0,0.0,2.5,0.2776949263907183,0.5,0.09628008752735227,1.0430830248693372,0.09628008752735227,31.388677063839037,0.0,0.0,147.6972695850843,0.0,56.13709677419354,56.13709677419354,4.17163037672323,-1.0716303767232298,-1.0716303767232298
1.47,15.7,17.317187993435887,8.5,UGC05750,4.69,16.67,0.0,167.68027210884352,UGC05750,UGC5750,Bizyaev_2014,,False,unique_to_2014,PGC91032,,EON_158.937_20.706,PGC91032,PGC91032,158.936539,20.705694,r,7.64,0.06,2.64,0.26,0.3455497382198953,2.8939393939393936,21.68,0.12,0.105,15.26,0.1,SC,16460.0,PGC091032,NED,thick_like,PGC91032,PGC91032,PGC91032,158.936539,20.705694,PGC091032,PGC91032,NED,,True,coord_review,UGC05750,123.0,0.2845034918360085,Bizyaev_2014,1,0.35,-0.40538148818982794,2.8581164791335603,2.8581164791335603,0.0,0.0,0.0,2.5,0.2776949263907183,0.5,0.09628008752735227,1.0430830248693372,0.09628008752735227,31.388677063839037,0.0,0.0,147.6972695850843,0.0,204.00340136054425,204.00340136054425,17.317187993435887,-1.6171879934358877,-1.6171879934358877
2.52,28.0,22.73033655712119,10.0,UGC05750,7.69,21.39,0.0,311.1111111111111,UGC05750,UGC5750,Bizyaev_2014,,False,unique_to_2014,PGC91032,,EON_158.937_20.706,PGC91032,PGC91032,158.936539,20.705694,r,7.64,0.06,2.64,0.26,0.3455497382198953,2.8939393939393936,21.68,0.12,0.105,15.26,0.1,SC,16460.0,PGC091032,NED,thick_like,PGC91032,PGC91032,PGC91032,158.936539,20.705694,PGC091032,PGC91032,NED,,True,coord_review,UGC05750,123.0,0.2845034918360085,Bizyaev_2014,1,0.35,-0.40538148818982794,2.8581164791335603,2.8581164791335603,0.0,0.0,0.0,2.5,0.2776949263907183,0.5,0.09628008752735227,1.0430830248693372,0.09628008752735227,31.388677063839037,0.0,0.0,147.6972695850843,0.0,205.02706349206352,205.02706349206352,22.73033655712119,5.269663442878809,5.269663442878809
3.35,36.0,26.325022317179524,11.0,UGC05750,9.58,24.52,0.0,386.86567164179104,UGC05750,UGC5750,Bizyaev_2014,,False,unique_to_2014,PGC91032,,EON_158.937_20.706,PGC91032,PGC91032,158.936539,20.705694,r,7.64,0.06,2.64,0.26,0.3455497382198953,2.8939393939393936,21.68,0.12,0.105,15.26,0.1,SC,16460.0,PGC091032,NED,thick_like,PGC91032,PGC91032,PGC91032,158.936539,20.705694,PGC091032,PGC91032,NED,,True,coord_review,UGC05750,123.0,0.2845034918360085,Bizyaev_2014,1,0.35,-0.40538148818982794,2.8581164791335603,2.8581164791335603,0.0,0.0,0.0,2.5,0.2776949263907183,0.5,0.09628008752735227,1.0430830248693372,0.09628008752735227,31.388677063839037,0.0,0.0,147.6972695850843,0.0,206.86770149253732,206.86770149253732,26.325022317179524,9.674977682820476,9.674977682820476
4.82,49.8,29.831568849123578,4.5,UGC05750,13.0,26.85,0.0,514.5311203319501,UGC05750,UGC5750,Bizyaev_2014,,False,unique_to_2014,PGC91032,,EON_158.937_20.706,PGC91032,PGC91032,158.936539,20.705694,r,7.64,0.06,2.64,0.26,0.3455497382198953,2.8939393939393936,21.68,0.12,0.105,15.26,0.1,SC,16460.0,PGC091032,NED,thick_like,PGC91032,PGC91032,PGC91032,158.936539,20.705694,PGC091032,PGC91032,NED,,True,coord_review,UGC05750,123.0,0.2845034918360085,Bizyaev_2014,2,0.35,-0.40538148818982794,2.8581164791335603,2.8581164791335603,0.0,0.0,0.0,2.5,0.1542932903178477,0.5,0.6054704595185996,1.060029333904513,0.6054704595185996,22.680237992987085,0.0,0.0,106.73806038265533,0.0,184.63122406639008,184.63122406639008,29.831568849123578,19.96843115087642,19.96843115087642
6.6,61.5,38.68858875689316,4.5,UGC05750,16.38,35.05,0.0,573.0681818181819,UGC05750,UGC5750,Bizyaev_2014,,False,unique_to_2014,PGC91032,,EON_158.937_20.706,PGC91032,PGC91032,158.936539,20.705694,r,7.64,0.06,2.64,0.26,0.3455497382198953,2.8939393939393936,21.68,0.12,0.105,15.26,0.1,SC,16460.0,PGC091032,NED,thick_like,PGC91032,PGC91032,PGC91032,158.936539,20.705694,PGC091032,PGC91032,NED,,True,coord_review,UGC05750,123.0,0.2845034918360085,Bizyaev_2014,2,0.35,-0.40538148818982794,2.8581164791335603,2.8581164791335603,0.0,0.0,0.0,2.5,0.1542932903178477,0.5,0.6054704595185996,1.060029333904513,0.6054704595185996,22.680237992987085,0.0,0.0,106.73806038265533,0.0,226.78892424242423,226.78892424242423,38.68858875689316,22.81141124310684,22.81141124310684
7.86,68.1,42.880412777863974,12.2,UGC05750,18.53,38.67,0.0,590.0267175572518,UGC05750,UGC5750,Bizyaev_2014,,False,unique_to_2014,PGC91032,,EON_158.937_20.706,PGC91032,PGC91032,158.936539,20.705694,r,7.64,0.06,2.64,0.26,0.3455497382198953,2.8939393939393936,21.68,0.12,0.105,15.26,0.1,SC,16460.0,PGC091032,NED,thick_like,PGC91032,PGC91032,PGC91032,158.936539,20.705694,PGC091032,PGC91032,NED,,True,coord_review,UGC05750,123.0,0.2845034918360085,Bizyaev_2014,2,0.35,-0.40538148818982794,2.8581164791335603,2.8581164791335603,0.0,0.0,0.0,2.5,0.1542932903178477,0.5,0.6054704595185996,1.060029333904513,0.6054704595185996,22.680237992987085,0.0,0.0,106.73806038265533,0.0,233.93508905852417,233.93508905852417,42.880412777863974,25.21958722213602,25.21958722213602
9.43,73.4,47.473245096580456,12.2,UGC05750,20.89,42.63,0.0,571.32131495228,UGC05750,UGC5750,Bizyaev_2014,,False,unique_to_2014,PGC91032,,EON_158.937_20.706,PGC91032,PGC91032,158.936539,20.705694,r,7.64,0.06,2.64,0.26,0.3455497382198953,2.8939393939393936,21.68,0.12,0.105,15.26,0.1,SC,16460.0,PGC091032,NED,thick_like,PGC91032,PGC91032,PGC91032,158.936539,20.705694,PGC091032,PGC91032,NED,,True,coord_review,UGC05750,123.0,0.2845034918360085,Bizyaev_2014,2,0.35,-0.40538148818982794,2.8581164791335603,2.8581164791335603,0.0,0.0,0.0,2.5,0.1542932903178477,0.5,0.6054704595185996,1.060029333904513,0.6054704595185996,22.680237992987085,0.0,0.0,106.73806038265533,0.0,238.99353128313896,238.99353128313896,47.473245096580456,25.92675490341955,25.92675490341955
11.43,77.6,45.69966848895077,11.0,UGC05750,23.34,39.29,0.0,526.8381452318459,UGC05750,UGC5750,Bizyaev_2014,,False,unique_to_2014,PGC91032,,EON_158.937_20.706,PGC91032,PGC91032,158.936539,20.705694,r,7.64,0.06,2.64,0.26,0.3455497382198953,2.8939393939393936,21.68,0.12,0.105,15.26,0.1,SC,16460.0,PGC091032,NED,thick_like,PGC91032,PGC91032,PGC91032,158.936539,20.705694,PGC091032,PGC91032,NED,,True,coord_review,UGC05750,123.0,0.2845034918360085,Bizyaev_2014,2,0.35,-0.40538148818982794,2.8581164791335603,2.8581164791335603,0.0,0.0,0.0,2.5,0.1542932903178477,0.5,0.6054704595185996,1.060029333904513,0.6054704595185996,22.680237992987085,0.0,0.0,106.73806038265533,0.0,182.71738407699038,182.71738407699038,45.69966848895077,31.900331511049224,31.900331511049224
22.85,78.9,45.51346174485083,11.0,UGC05750,36.96,26.56,0.0,272.43807439824946,UGC05750,UGC5750,Bizyaev_2014,,False,unique_to_2014,PGC91032,,EON_158.937_20.706,PGC91032,PGC91032,158.936539,20.705694,r,7.64,0.06,2.64,0.26,0.3455497382198953,2.8939393939393936,21.68,0.12,0.105,15.26,0.1,SC,16460.0,PGC091032,NED,thick_like,PGC91032,PGC91032,PGC91032,158.936539,20.705694,PGC091032,PGC91032,NED,,True,coord_review,UGC05750,123.0,0.2845034918360085,Bizyaev_2014,2,0.35,-0.40538148818982794,2.8581164791335603,2.8581164791335603,0.0,0.0,0.0,2.5,0.1542932903178477,0.5,0.6054704595185996,1.060029333904513,0.6054704595185996,22.680237992987085,0.0,0.0,106.73806038265533,0.0,90.65536980306345,90.65536980306345,45.51346174485083,33.386538255149176,33.386538255149176
