r_kpc,v_obs_kms,v_bar_internal_kms,v_err_kms,galaxy,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc,matched_sparc_name,matched_sparc_name_norm,included_source_catalog,secondary_source_catalog,duplicate_flag,duplicate_status,source_object_name_primary,source_object_name_secondary,structure_2014_Name,structure_2014_preferred_name,structure_2014_catalog_name_normalized,structure_2014_RAJ2000,structure_2014_DEJ2000,structure_2014_Band,structure_2014_h,structure_2014_e_h,structure_2014_z0,structure_2014_e_z0,structure_2014_z0_over_h,structure_2014_h_over_z0,structure_2014_S0,structure_2014_e_S0,structure_2014_gradz0,structure_2014_mag,structure_2014_B/T,structure_2014_Type,structure_2014_RV,structure_2014_AName,structure_2014_NED,structure_2014_thickness_flag,structure_2014_biz_name,structure_2014_biz_name_norm,structure_2014_biz_catalog_token,structure_2014_RA_match_deg,structure_2014_DE_match_deg,structure_2014_biz_aname_norm,structure_2014_biz_aname_token,structure_2014_biz_ned_norm,structure_2014_biz_ned_token,structure_2014_matched,structure_2014_match_reason,structure_2014_matched_sparc_name,structure_2014_matched_sparc_index,structure_2014_matched_sep_deg,structure_2014___source_catalog__,segment_index,h_i_kpc,alpha_i,d_i,d_gal_mean,sigma0_i,sigma1_i,density_ratio_i,thickness_visibility_i,radial_visibility_i,omega_i,a_i,vdgrad_i,dyn_persist_i,e_struct_i,p_stat_i,beta_i,g_scale_i,delta_mag_i,g_trans_raw_km2s2_per_kpc,g_cap_i,g_trans_km2s2_per_kpc,g_bar_internal_km2s2_per_kpc,g_desc_km2s2_per_kpc,v_desc_kms,rotation_residual_desc_kms,rotation_residual_bar_only_kms
5.49,198.0,215.85462932260685,10.0,NGC4013,0.0,186.83,108.11,7140.983606557376,NGC4013,NGC4013,Bizyaev_2014,,False,unique_to_2014,PGC2239618,,EON_179.598_44.230,PGC2239618,PGC2239618,179.597916,44.229671,r,6.57,0.16,1.63,0.12,0.2480974124809741,4.030674846625767,22.33,0.17,-0.001,16.5,0.06,SD,7200.0,PGC2239618,NED,thick_like,PGC2239618,PGC2239618,PGC2239618,179.597916,44.229671,PGC2239618,PGC2239618,NED,,True,coord_review,NGC4013,66.0,0.2836401992169861,Bizyaev_2014,1,0.35,-3.0,1.9500000000000002,1.9915414047465507,-0.04154140474655055,0.0,0.8603573552739753,0.5,0.24782328281199614,1.214150914346481,0.24782328281199614,0.0,0.0,0.0017256883083167323,0.9885613360042441,0.0,1153.8305978363767,0.0,0.0,5446.534650709938,0.0,8486.925500910747,8486.925500910747,215.85462932260685,-17.854629322606854,-17.854629322606854
6.17,195.0,222.74844466348134,5.0,NGC4013,10.14,197.4,102.7,6162.8849270664505,NGC4013,NGC4013,Bizyaev_2014,,False,unique_to_2014,PGC2239618,,EON_179.598_44.230,PGC2239618,PGC2239618,179.597916,44.229671,r,6.57,0.16,1.63,0.12,0.2480974124809741,4.030674846625767,22.33,0.17,-0.001,16.5,0.06,SD,7200.0,PGC2239618,NED,thick_like,PGC2239618,PGC2239618,PGC2239618,179.597916,44.229671,PGC2239618,PGC2239618,NED,,True,coord_review,NGC4013,66.0,0.2836401992169861,Bizyaev_2014,1,0.35,-3.0,1.9500000000000002,1.9915414047465507,-0.04154140474655055,0.0,0.8603573552739753,0.5,0.24782328281199614,1.214150914346481,0.24782328281199614,0.0,0.0,0.0017256883083167323,0.9885613360042441,0.0,1153.8305978363767,0.0,0.0,5446.534650709938,0.0,8041.63202593193,8041.63202593193,222.74844466348134,-27.748444663481337,-27.748444663481337
6.92,194.0,226.13797160140976,4.0,NGC4013,19.07,203.18,97.43,5438.728323699422,NGC4013,NGC4013,Bizyaev_2014,,False,unique_to_2014,PGC2239618,,EON_179.598_44.230,PGC2239618,PGC2239618,179.597916,44.229671,r,6.57,0.16,1.63,0.12,0.2480974124809741,4.030674846625767,22.33,0.17,-0.001,16.5,0.06,SD,7200.0,PGC2239618,NED,thick_like,PGC2239618,PGC2239618,PGC2239618,179.597916,44.229671,PGC2239618,PGC2239618,NED,,True,coord_review,NGC4013,66.0,0.2836401992169861,Bizyaev_2014,1,0.35,-3.0,1.9500000000000002,1.9915414047465507,-0.04154140474655055,0.0,0.8603573552739753,0.5,0.24782328281199614,1.214150914346481,0.24782328281199614,0.0,0.0,0.0017256883083167323,0.9885613360042441,0.0,1153.8305978363767,0.0,0.0,5446.534650709938,0.0,7389.939624277457,7389.939624277457,226.13797160140976,-32.13797160140976,-32.13797160140976
7.69,195.0,227.14213831871882,3.0,NGC4013,24.03,205.95,92.74,4944.733420026008,NGC4013,NGC4013,Bizyaev_2014,,False,unique_to_2014,PGC2239618,,EON_179.598_44.230,PGC2239618,PGC2239618,179.597916,44.229671,r,6.57,0.16,1.63,0.12,0.2480974124809741,4.030674846625767,22.33,0.17,-0.001,16.5,0.06,SD,7200.0,PGC2239618,NED,thick_like,PGC2239618,PGC2239618,PGC2239618,179.597916,44.229671,PGC2239618,PGC2239618,NED,,True,coord_review,NGC4013,66.0,0.2836401992169861,Bizyaev_2014,1,0.35,-3.0,1.9500000000000002,1.9915414047465507,-0.04154140474655055,0.0,0.8603573552739753,0.5,0.24782328281199614,1.214150914346481,0.24782328281199614,0.0,0.0,0.0017256883083167323,0.9885613360042441,0.0,1153.8305978363767,0.0,0.0,5446.534650709938,0.0,6709.1743823146935,6709.1743823146935,227.14213831871882,-32.14213831871882,-32.14213831871882
8.36,195.0,225.69941005682756,3.0,NGC4013,26.62,205.73,88.92,4548.444976076556,NGC4013,NGC4013,Bizyaev_2014,,False,unique_to_2014,PGC2239618,,EON_179.598_44.230,PGC2239618,PGC2239618,179.597916,44.229671,r,6.57,0.16,1.63,0.12,0.2480974124809741,4.030674846625767,22.33,0.17,-0.001,16.5,0.06,SD,7200.0,PGC2239618,NED,thick_like,PGC2239618,PGC2239618,PGC2239618,179.597916,44.229671,PGC2239618,PGC2239618,NED,,True,coord_review,NGC4013,66.0,0.2836401992169861,Bizyaev_2014,1,0.35,-3.0,1.9500000000000002,1.9915414047465507,-0.04154140474655055,0.0,0.8603573552739753,0.5,0.24782328281199614,1.214150914346481,0.24782328281199614,0.0,0.0,0.0017256883083167323,0.9885613360042441,0.0,1153.8305978363767,0.0,0.0,5446.534650709938,0.0,6093.328193779904,6093.328193779904,225.69941005682756,-30.69941005682756,-30.69941005682756
9.12,195.0,221.78880832900472,3.0,NGC4013,28.67,202.75,85.21,4169.4078947368425,NGC4013,NGC4013,Bizyaev_2014,,False,unique_to_2014,PGC2239618,,EON_179.598_44.230,PGC2239618,PGC2239618,179.597916,44.229671,r,6.57,0.16,1.63,0.12,0.2480974124809741,4.030674846625767,22.33,0.17,-0.001,16.5,0.06,SD,7200.0,PGC2239618,NED,thick_like,PGC2239618,PGC2239618,PGC2239618,179.597916,44.229671,PGC2239618,PGC2239618,NED,,True,coord_review,NGC4013,66.0,0.2836401992169861,Bizyaev_2014,1,0.35,-3.0,1.9500000000000002,1.9915414047465507,-0.04154140474655055,0.0,0.8603573552739753,0.5,0.24782328281199614,1.214150914346481,0.24782328281199614,0.0,0.0,0.0017256883083167323,0.9885613360042441,0.0,1153.8305978363767,0.0,0.0,5446.534650709938,0.0,5393.670559210526,5393.670559210526,221.78880832900472,-26.788808329004723,-26.788808329004723
10.56,188.0,203.82179324105653,8.0,NGC4013,29.63,185.44,79.23,3346.969696969697,NGC4013,NGC4013,Bizyaev_2014,,False,unique_to_2014,PGC2239618,,EON_179.598_44.230,PGC2239618,PGC2239618,179.597916,44.229671,r,6.57,0.16,1.63,0.12,0.2480974124809741,4.030674846625767,22.33,0.17,-0.001,16.5,0.06,SD,7200.0,PGC2239618,NED,thick_like,PGC2239618,PGC2239618,PGC2239618,179.597916,44.229671,PGC2239618,PGC2239618,NED,,True,coord_review,NGC4013,66.0,0.2836401992169861,Bizyaev_2014,2,0.35,-3.0,1.9500000000000002,1.9915414047465507,-0.04154140474655055,0.0,8.056361041928494e-23,0.5,0.4118026443082876,1.0000000000003209,0.4118026443082876,0.0,0.0,0.0017256883083167323,0.9885613360042441,0.0,459.2317427708402,0.0,0.0,2168.594340012301,0.0,3934.0268371212114,3934.0268371212114,203.82179324105653,-15.821793241056525,-15.821793241056525
11.31,186.0,193.8722992074938,7.0,NGC4013,29.42,175.66,76.58,3058.885941644562,NGC4013,NGC4013,Bizyaev_2014,,False,unique_to_2014,PGC2239618,,EON_179.598_44.230,PGC2239618,PGC2239618,179.597916,44.229671,r,6.57,0.16,1.63,0.12,0.2480974124809741,4.030674846625767,22.33,0.17,-0.001,16.5,0.06,SD,7200.0,PGC2239618,NED,thick_like,PGC2239618,PGC2239618,PGC2239618,179.597916,44.229671,PGC2239618,PGC2239618,NED,,True,coord_review,NGC4013,66.0,0.2836401992169861,Bizyaev_2014,2,0.35,-3.0,1.9500000000000002,1.9915414047465507,-0.04154140474655055,0.0,8.056361041928494e-23,0.5,0.4118026443082876,1.0000000000003209,0.4118026443082876,0.0,0.0,0.0017256883083167323,0.9885613360042441,0.0,459.2317427708402,0.0,0.0,2168.594340012301,0.0,3323.295172413793,3323.295172413793,193.8722992074938,-7.872299207493796,-7.872299207493796
12.08,186.0,185.08774702826764,6.0,NGC4013,29.85,166.96,74.1,2863.907284768212,NGC4013,NGC4013,Bizyaev_2014,,False,unique_to_2014,PGC2239618,,EON_179.598_44.230,PGC2239618,PGC2239618,179.597916,44.229671,r,6.57,0.16,1.63,0.12,0.2480974124809741,4.030674846625767,22.33,0.17,-0.001,16.5,0.06,SD,7200.0,PGC2239618,NED,thick_like,PGC2239618,PGC2239618,PGC2239618,179.597916,44.229671,PGC2239618,PGC2239618,NED,,True,coord_review,NGC4013,66.0,0.2836401992169861,Bizyaev_2014,2,0.35,-3.0,1.9500000000000002,1.9915414047465507,-0.04154140474655055,0.0,8.056361041928494e-23,0.5,0.4118026443082876,1.0000000000003209,0.4118026443082876,0.0,0.0,0.0017256883083167323,0.9885613360042441,0.0,459.2317427708402,0.0,0.0,2168.594340012301,0.0,2835.883617549669,2835.883617549669,185.08774702826764,0.9122529717323573,0.9122529717323573
12.77,186.0,178.37381814604964,5.0,NGC4013,30.5,160.29,72.07,2709.162098668755,NGC4013,NGC4013,Bizyaev_2014,,False,unique_to_2014,PGC2239618,,EON_179.598_44.230,PGC2239618,PGC2239618,179.597916,44.229671,r,6.57,0.16,1.63,0.12,0.2480974124809741,4.030674846625767,22.33,0.17,-0.001,16.5,0.06,SD,7200.0,PGC2239618,NED,thick_like,PGC2239618,PGC2239618,PGC2239618,179.597916,44.229671,PGC2239618,PGC2239618,NED,,True,coord_review,NGC4013,66.0,0.2836401992169861,Bizyaev_2014,2,0.35,-3.0,1.9500000000000002,1.9915414047465507,-0.04154140474655055,0.0,8.056361041928494e-23,0.5,0.4118026443082876,1.0000000000003209,0.4118026443082876,0.0,0.0,0.0017256883083167323,0.9885613360042441,0.0,459.2317427708402,0.0,0.0,2168.594340012301,0.0,2491.5598277212207,2491.5598277212207,178.37381814604964,7.6261818539503565,7.6261818539503565
