r_kpc,v_obs_kms,v_vis_kms,v_err_kms,galaxy,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc,matched_sparc_name,matched_sparc_name_norm,included_source_catalog,secondary_source_catalog,duplicate_flag,duplicate_status,source_object_name_primary,source_object_name_secondary,structure_2014_Name,structure_2014_preferred_name,structure_2014_catalog_name_normalized,structure_2014_RAJ2000,structure_2014_DEJ2000,structure_2014_Band,structure_2014_h,structure_2014_e_h,structure_2014_z0,structure_2014_e_z0,structure_2014_z0_over_h,structure_2014_h_over_z0,structure_2014_S0,structure_2014_e_S0,structure_2014_gradz0,structure_2014_mag,structure_2014_B/T,structure_2014_Type,structure_2014_RV,structure_2014_AName,structure_2014_NED,structure_2014_thickness_flag,structure_2014_biz_name,structure_2014_biz_name_norm,structure_2014_biz_catalog_token,structure_2014_RA_match_deg,structure_2014_DE_match_deg,structure_2014_biz_aname_norm,structure_2014_biz_aname_token,structure_2014_biz_ned_norm,structure_2014_biz_ned_token,structure_2014_matched,structure_2014_match_reason,structure_2014_matched_sparc_name,structure_2014_matched_sparc_index,structure_2014_matched_sep_deg,structure_2014___source_catalog__,h_kpc,segment_index,Dw_i,sigma_i,beta_i,source_core_i,info_source_i,I_struct_i,gamma_topo,g_topo_km2s2_per_kpc,v_struct_kms,v_topo_total_kms,rotation_residual_topo_kms,rotation_residual_vis_only_kms
0.32,24.4,63.28,35.9,NGC3198,0.0,63.28,0.0,1860.4999999999995,NGC3198,NGC3198,Bizyaev_2014,,False,unique_to_2014,PGC2269711,,EON_154.800_45.738,PGC2269711,PGC2269711,154.799942,45.737778,r,4.92,0.03,2.1,0.12,0.426829268292683,2.3428571428571425,20.77,0.12,0.036,15.34,0.19,SB,13211.0,PGC2269711,NED,thick_like,PGC2269711,PGC2269711,PGC2269711,154.799942,45.737778,PGC2269711,PGC2269711,NED,,True,coord_review,NGC3198,53.0,0.2259867764128791,Bizyaev_2014,0.35,1,2.0503854980944376,0.0,1.0,0.0503854980944376,0.0503854980944376,0.12949073010270465,1e-06,1.264557911159225e-06,0.0006361277635592963,63.280000003197365,-38.88000000319737,-38.88
0.64,43.3,73.66,16.3,NGC3198,0.0,73.66,0.0,2929.5156249999995,NGC3198,NGC3198,Bizyaev_2014,,False,unique_to_2014,PGC2269711,,EON_154.800_45.738,PGC2269711,PGC2269711,154.799942,45.737778,r,4.92,0.03,2.1,0.12,0.426829268292683,2.3428571428571425,20.77,0.12,0.036,15.34,0.19,SB,13211.0,PGC2269711,NED,thick_like,PGC2269711,PGC2269711,PGC2269711,154.799942,45.737778,PGC2269711,PGC2269711,NED,,True,coord_review,NGC3198,53.0,0.2259867764128791,Bizyaev_2014,0.35,1,2.0503854980944376,0.0,1.0,0.0503854980944376,0.0503854980944376,0.12949073010270465,1e-06,3.1613947778980627e-07,0.0004498102553138112,73.66000000137339,-30.360000001373393,-30.36
0.96,45.5,78.98,16.1,NGC3198,0.0,78.98,0.0,2156.510416666667,NGC3198,NGC3198,Bizyaev_2014,,False,unique_to_2014,PGC2269711,,EON_154.800_45.738,PGC2269711,PGC2269711,154.799942,45.737778,r,4.92,0.03,2.1,0.12,0.426829268292683,2.3428571428571425,20.77,0.12,0.036,15.34,0.19,SB,13211.0,PGC2269711,NED,thick_like,PGC2269711,PGC2269711,PGC2269711,154.799942,45.737778,PGC2269711,PGC2269711,NED,,True,coord_review,NGC3198,53.0,0.2259867764128791,Bizyaev_2014,0.35,1,2.0503854980944376,0.0,1.0,0.0503854980944376,0.0503854980944376,0.12949073010270465,1e-06,1.4050643457324724e-07,0.0003672685355299544,78.98000000085393,-33.480000000853934,-33.480000000000004
1.28,58.5,82.70074062546236,15.4,NGC3198,0.35,82.7,0.0,2673.6328125,NGC3198,NGC3198,Bizyaev_2014,,False,unique_to_2014,PGC2269711,,EON_154.800_45.738,PGC2269711,PGC2269711,154.799942,45.737778,r,4.92,0.03,2.1,0.12,0.426829268292683,2.3428571428571425,20.77,0.12,0.036,15.34,0.19,SB,13211.0,PGC2269711,NED,thick_like,PGC2269711,PGC2269711,PGC2269711,154.799942,45.737778,PGC2269711,PGC2269711,NED,,True,coord_review,NGC3198,53.0,0.2259867764128791,Bizyaev_2014,0.35,1,2.0503854980944376,0.0,1.0,0.0503854980944376,0.0503854980944376,0.12949073010270465,1e-06,7.903486944745157e-08,0.00031806388177964815,82.700740626074,-24.200740626073994,-24.20074062546236
1.61,68.8,84.22013357861645,7.61,NGC3198,0.15,84.22,0.0,2940.0248447204963,NGC3198,NGC3198,Bizyaev_2014,,False,unique_to_2014,PGC2269711,,EON_154.800_45.738,PGC2269711,PGC2269711,154.799942,45.737778,r,4.92,0.03,2.1,0.12,0.426829268292683,2.3428571428571425,20.77,0.12,0.036,15.34,0.19,SB,13211.0,PGC2269711,NED,thick_like,PGC2269711,PGC2269711,PGC2269711,154.799942,45.737778,PGC2269711,PGC2269711,NED,,True,coord_review,NGC3198,53.0,0.2259867764128791,Bizyaev_2014,0.35,1,2.0503854980944376,0.0,1.0,0.0503854980944376,0.0503854980944376,0.12949073010270465,1e-06,4.99559160922436e-08,0.0002836001144367051,84.22013357909395,-15.420133579093957,-15.420133578616458
1.93,76.9,83.17001502945638,10.3,NGC3198,-0.05,83.17,0.0,3064.0466321243525,NGC3198,NGC3198,Bizyaev_2014,,False,unique_to_2014,PGC2269711,,EON_154.800_45.738,PGC2269711,PGC2269711,154.799942,45.737778,r,4.92,0.03,2.1,0.12,0.426829268292683,2.3428571428571425,20.77,0.12,0.036,15.34,0.19,SB,13211.0,PGC2269711,NED,thick_like,PGC2269711,PGC2269711,PGC2269711,154.799942,45.737778,PGC2269711,PGC2269711,NED,,True,coord_review,NGC3198,53.0,0.2259867764128791,Bizyaev_2014,0.35,1,2.0503854980944376,0.0,1.0,0.0503854980944376,0.0503854980944376,0.12949073010270465,1e-06,3.4763545357648436e-08,0.0002590244052985384,83.17001502985973,-6.270015029859721,-6.270015029456374
2.24,82.0,87.04126894755154,8.09,NGC3198,-0.47,87.04,0.0,3001.785714285714,NGC3198,NGC3198,Bizyaev_2014,,False,unique_to_2014,PGC2269711,,EON_154.800_45.738,PGC2269711,PGC2269711,154.799942,45.737778,r,4.92,0.03,2.1,0.12,0.426829268292683,2.3428571428571425,20.77,0.12,0.036,15.34,0.19,SB,13211.0,PGC2269711,NED,thick_like,PGC2269711,PGC2269711,PGC2269711,154.799942,45.737778,PGC2269711,PGC2269711,NED,,True,coord_review,NGC3198,53.0,0.2259867764128791,Bizyaev_2014,0.35,1,2.0503854980944376,0.0,1.0,0.0503854980944376,0.0503854980944376,0.12949073010270465,1e-06,2.5807304309371937e-08,0.00024043369492022772,87.04126894788362,-5.041268947883623,-5.0412689475515435
2.57,86.9,88.91507521224958,7.6,NGC3198,-0.95,88.91,0.0,2938.369649805448,NGC3198,NGC3198,Bizyaev_2014,,False,unique_to_2014,PGC2269711,,EON_154.800_45.738,PGC2269711,PGC2269711,154.799942,45.737778,r,4.92,0.03,2.1,0.12,0.426829268292683,2.3428571428571425,20.77,0.12,0.036,15.34,0.19,SB,13211.0,PGC2269711,NED,thick_like,PGC2269711,PGC2269711,PGC2269711,154.799942,45.737778,PGC2269711,PGC2269711,NED,,True,coord_review,NGC3198,53.0,0.2259867764128791,Bizyaev_2014,0.35,1,2.0503854980944376,0.0,1.0,0.0503854980944376,0.0503854980944376,0.12949073010270465,1e-06,1.9605252176823974e-08,0.00022446714257199786,88.91507521253291,-2.0150752125329063,-2.0150752122495703
3.21,100.0,93.81692651115789,5.31,NGC3198,-1.14,93.81,0.0,3115.264797507788,NGC3198,NGC3198,Bizyaev_2014,,False,unique_to_2014,PGC2269711,,EON_154.800_45.738,PGC2269711,PGC2269711,154.799942,45.737778,r,4.92,0.03,2.1,0.12,0.426829268292683,2.3428571428571425,20.77,0.12,0.036,15.34,0.19,SB,13211.0,PGC2269711,NED,thick_like,PGC2269711,PGC2269711,PGC2269711,154.799942,45.737778,PGC2269711,PGC2269711,NED,,True,coord_review,NGC3198,53.0,0.2259867764128791,Bizyaev_2014,0.35,2,2.0158175600775765,0.03456793801686109,0.843443535370595,0.0503854980944376,0.042497322644180824,0.2251097060521115,1e-06,2.1846615041790306e-08,0.0002648162273807005,93.81692651153163,6.1830734884683665,6.183073488842112
3.54,107.0,101.22075133094003,7.51,NGC3198,-0.39,101.22,0.0,3234.180790960452,NGC3198,NGC3198,Bizyaev_2014,,False,unique_to_2014,PGC2269711,,EON_154.800_45.738,PGC2269711,PGC2269711,154.799942,45.737778,r,4.92,0.03,2.1,0.12,0.426829268292683,2.3428571428571425,20.77,0.12,0.036,15.34,0.19,SB,13211.0,PGC2269711,NED,thick_like,PGC2269711,PGC2269711,PGC2269711,154.799942,45.737778,PGC2269711,PGC2269711,NED,,True,coord_review,NGC3198,53.0,0.2259867764128791,Bizyaev_2014,0.35,2,2.0158175600775765,0.03456793801686109,0.843443535370595,0.0503854980944376,0.042497322644180824,0.2251097060521115,1e-06,1.796336509720319e-08,0.0002521711966979958,101.22075133125415,5.779248668745851,5.779248669059967
