r_kpc,v_obs_kms,v_vis_kms,v_err_kms,galaxy,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc,matched_sparc_name,matched_sparc_name_norm,included_source_catalog,secondary_source_catalog,duplicate_flag,duplicate_status,source_object_name_primary,source_object_name_secondary,structure_2014_Name,structure_2014_preferred_name,structure_2014_catalog_name_normalized,structure_2014_RAJ2000,structure_2014_DEJ2000,structure_2014_Band,structure_2014_h,structure_2014_e_h,structure_2014_z0,structure_2014_e_z0,structure_2014_z0_over_h,structure_2014_h_over_z0,structure_2014_S0,structure_2014_e_S0,structure_2014_gradz0,structure_2014_mag,structure_2014_B/T,structure_2014_Type,structure_2014_RV,structure_2014_AName,structure_2014_NED,structure_2014_thickness_flag,structure_2014_biz_name,structure_2014_biz_name_norm,structure_2014_biz_catalog_token,structure_2014_RA_match_deg,structure_2014_DE_match_deg,structure_2014_biz_aname_norm,structure_2014_biz_aname_token,structure_2014_biz_ned_norm,structure_2014_biz_ned_token,structure_2014_matched,structure_2014_match_reason,structure_2014_matched_sparc_name,structure_2014_matched_sparc_index,structure_2014_matched_sep_deg,structure_2014___source_catalog__,h_kpc,segment_index,Dw_i,sigma_i,beta_i,source_core_i,info_source_i,I_struct_i,gamma_topo,mean_dw_pert,mean_sigma,mean_beta,r_scale,factor_dw,factor_sigma,factor_rscale,factor_beta,gamma_raw,g_topo_km2s2_per_kpc,v_struct_kms,v_topo_total_kms,rotation_residual_topo_kms,rotation_residual_vis_only_kms
0.34,38.8,27.88485251888559,3.69,UGC08490,0.91,27.87,0.0,4427.764705882352,UGC08490,UGC8490,Bizyaev_2014,,False,unique_to_2014,PGC2579855,,EON_202.180_58.534,PGC2579855,PGC2579855,202.179565,58.534054,r,4.26,0.3,1.45,0.18,0.3403755868544601,2.9379310344827587,21.24,0.31,0.155,16.54,0.13,SC,15612.0,PGC2579855,NED,thick_like,PGC2579855,PGC2579855,PGC2579855,202.179565,58.534054,PGC2579855,PGC2579855,NED,,True,coord_review,UGC08490,157.0,0.1638271753419018,Bizyaev_2014,0.35,1,2.0728745660628807,0.0,1.0,0.07287456606288067,0.07287456606288067,0.12315801664626833,14862.512219597285,0.024753614694477743,0.013259005270981117,0.9578486181939863,3.396283366859726,0.8251204898492581,1.3259005271981117,1.3585133467442905,1.0,14862.512219597285,15834.23466562741,73.37329068750644,78.49334230565876,-39.69334230565876,10.915147481114406
0.68,50.1,40.152713482403655,3.69,UGC08490,7.1,39.52,0.0,3691.191176470588,UGC08490,UGC8490,Bizyaev_2014,,False,unique_to_2014,PGC2579855,,EON_202.180_58.534,PGC2579855,PGC2579855,202.179565,58.534054,r,4.26,0.3,1.45,0.18,0.3403755868544601,2.9379310344827587,21.24,0.31,0.155,16.54,0.13,SC,15612.0,PGC2579855,NED,thick_like,PGC2579855,PGC2579855,PGC2579855,202.179565,58.534054,PGC2579855,PGC2579855,NED,,True,coord_review,UGC08490,157.0,0.1638271753419018,Bizyaev_2014,0.35,1,2.0728745660628807,0.0,1.0,0.07287456606288067,0.07287456606288067,0.12315801664626833,14862.512219597285,0.024753614694477743,0.013259005270981117,0.9578486181939863,3.396283366859726,0.8251204898492581,1.3259005271981117,1.3585133467442905,1.0,14862.512219597285,3958.5586664068524,51.88275140310756,65.60533738314787,-15.505337383147868,9.947286517596346
1.02,60.2,45.68022876475117,3.69,UGC08490,10.23,44.52,0.0,3552.980392156863,UGC08490,UGC8490,Bizyaev_2014,,False,unique_to_2014,PGC2579855,,EON_202.180_58.534,PGC2579855,PGC2579855,202.179565,58.534054,r,4.26,0.3,1.45,0.18,0.3403755868544601,2.9379310344827587,21.24,0.31,0.155,16.54,0.13,SC,15612.0,PGC2579855,NED,thick_like,PGC2579855,PGC2579855,PGC2579855,202.179565,58.534054,PGC2579855,PGC2579855,NED,,True,coord_review,UGC08490,157.0,0.1638271753419018,Bizyaev_2014,0.35,1,2.0728745660628807,0.0,1.0,0.07287456606288067,0.07287456606288067,0.12315801664626833,14862.512219597285,0.024753614694477743,0.013259005270981117,0.9578486181939863,3.396283366859726,0.8251204898492581,1.3259005271981117,1.3585133467442905,1.0,14862.512219597285,1759.3594072919348,42.362089129760506,62.29951761801831,-2.0995176180183037,14.519771235248832
1.36,68.2,47.83659686892453,3.69,UGC08490,12.18,46.26,0.0,3420.0294117647063,UGC08490,UGC8490,Bizyaev_2014,,False,unique_to_2014,PGC2579855,,EON_202.180_58.534,PGC2579855,PGC2579855,202.179565,58.534054,r,4.26,0.3,1.45,0.18,0.3403755868544601,2.9379310344827587,21.24,0.31,0.155,16.54,0.13,SC,15612.0,PGC2579855,NED,thick_like,PGC2579855,PGC2579855,PGC2579855,202.179565,58.534054,PGC2579855,PGC2579855,NED,,True,coord_review,UGC08490,157.0,0.1638271753419018,Bizyaev_2014,0.35,1,2.0728745660628807,0.0,1.0,0.07287456606288067,0.07287456606288067,0.12315801664626833,14862.512219597285,0.024753614694477743,0.013259005270981117,0.9578486181939863,3.396283366859726,0.8251204898492581,1.3259005271981117,1.3585133467442905,1.0,14862.512219597285,989.6396666017131,36.68664534375322,60.284740578178905,7.915259421821098,20.363403131075472
1.69,72.8,48.01641802550457,3.69,UGC08490,14.42,45.8,0.0,3135.9999999999995,UGC08490,UGC8490,Bizyaev_2014,,False,unique_to_2014,PGC2579855,,EON_202.180_58.534,PGC2579855,PGC2579855,202.179565,58.534054,r,4.26,0.3,1.45,0.18,0.3403755868544601,2.9379310344827587,21.24,0.31,0.155,16.54,0.13,SC,15612.0,PGC2579855,NED,thick_like,PGC2579855,PGC2579855,PGC2579855,202.179565,58.534054,PGC2579855,PGC2579855,NED,,True,coord_review,UGC08490,157.0,0.1638271753419018,Bizyaev_2014,0.35,1,2.0728745660628807,0.0,1.0,0.07287456606288067,0.07287456606288067,0.12315801664626833,14862.512219597285,0.024753614694477743,0.013259005270981117,0.9578486181939863,3.396283366859726,0.8251204898492581,1.3259005271981117,1.3585133467442905,1.0,14862.512219597285,640.8870583475821,32.91047141271929,58.21233141360526,14.587668586394734,24.783581974495426
2.37,76.6,46.876435444687985,3.69,UGC08490,18.41,43.11,0.0,2475.7637130801686,UGC08490,UGC8490,Bizyaev_2014,,False,unique_to_2014,PGC2579855,,EON_202.180_58.534,PGC2579855,PGC2579855,202.179565,58.534054,r,4.26,0.3,1.45,0.18,0.3403755868544601,2.9379310344827587,21.24,0.31,0.155,16.54,0.13,SC,15612.0,PGC2579855,NED,thick_like,PGC2579855,PGC2579855,PGC2579855,202.179565,58.534054,PGC2579855,PGC2579855,NED,,True,coord_review,UGC08490,157.0,0.1638271753419018,Bizyaev_2014,0.35,2,2.0227152452949775,0.05015932076790319,0.843365143717434,0.07287456606288067,0.061459868880966995,0.22702519505510252,14862.512219597285,0.024753614694477743,0.013259005270981117,0.9578486181939863,3.396283366859726,0.8251204898492581,1.3259005271981117,1.3585133467442905,1.0,14862.512219597285,600.7165403804444,37.73192548362266,60.17556315234327,16.42443684765672,29.72356455531201
2.7,77.6,46.08538271512997,3.69,UGC08490,20.65,41.2,0.0,2230.281481481481,UGC08490,UGC8490,Bizyaev_2014,,False,unique_to_2014,PGC2579855,,EON_202.180_58.534,PGC2579855,PGC2579855,202.179565,58.534054,r,4.26,0.3,1.45,0.18,0.3403755868544601,2.9379310344827587,21.24,0.31,0.155,16.54,0.13,SC,15612.0,PGC2579855,NED,thick_like,PGC2579855,PGC2579855,PGC2579855,202.179565,58.534054,PGC2579855,PGC2579855,NED,,True,coord_review,UGC08490,157.0,0.1638271753419018,Bizyaev_2014,0.35,2,2.0227152452949775,0.05015932076790319,0.843365143717434,0.07287456606288067,0.061459868880966995,0.22702519505510252,14862.512219597285,0.024753614694477743,0.013259005270981117,0.9578486181939863,3.396283366859726,0.8251204898492581,1.3259005271981117,1.3585133467442905,1.0,14862.512219597285,462.8483862363399,35.35096381766865,58.08229629446582,19.517703705534174,31.514617284870027
3.05,78.5,44.954221158863376,3.69,UGC08490,21.24,39.62,0.0,2020.409836065574,UGC08490,UGC8490,Bizyaev_2014,,False,unique_to_2014,PGC2579855,,EON_202.180_58.534,PGC2579855,PGC2579855,202.179565,58.534054,r,4.26,0.3,1.45,0.18,0.3403755868544601,2.9379310344827587,21.24,0.31,0.155,16.54,0.13,SC,15612.0,PGC2579855,NED,thick_like,PGC2579855,PGC2579855,PGC2579855,202.179565,58.534054,PGC2579855,PGC2579855,NED,,True,coord_review,UGC08490,157.0,0.1638271753419018,Bizyaev_2014,0.35,2,2.0227152452949775,0.05015932076790319,0.843365143717434,0.07287456606288067,0.061459868880966995,0.22702519505510252,14862.512219597285,0.024753614694477743,0.013259005270981117,0.9578486181939863,3.396283366859726,0.8251204898492581,1.3259005271981117,1.3585133467442905,1.0,14862.512219597285,362.71590816048575,33.26084063714388,55.92106508185874,22.578934918141258,33.545778841136624
3.38,78.2,44.11988780584103,3.69,UGC08490,22.11,38.18,0.0,1809.242603550296,UGC08490,UGC8490,Bizyaev_2014,,False,unique_to_2014,PGC2579855,,EON_202.180_58.534,PGC2579855,PGC2579855,202.179565,58.534054,r,4.26,0.3,1.45,0.18,0.3403755868544601,2.9379310344827587,21.24,0.31,0.155,16.54,0.13,SC,15612.0,PGC2579855,NED,thick_like,PGC2579855,PGC2579855,PGC2579855,202.179565,58.534054,PGC2579855,PGC2579855,NED,,True,coord_review,UGC08490,157.0,0.1638271753419018,Bizyaev_2014,0.35,2,2.0227152452949775,0.05015932076790319,0.843365143717434,0.07287456606288067,0.061459868880966995,0.22702519505510252,14862.512219597285,0.024753614694477743,0.013259005270981117,0.9578486181939863,3.396283366859726,0.8251204898492581,1.3259005271981117,1.3585133467442905,1.0,14862.512219597285,295.3472161043835,31.595467878048844,54.26636242123491,23.933637578765094,34.08011219415897
3.72,78.8,43.91853595009743,3.69,UGC08490,23.77,36.93,0.0,1669.2043010752686,UGC08490,UGC8490,Bizyaev_2014,,False,unique_to_2014,PGC2579855,,EON_202.180_58.534,PGC2579855,PGC2579855,202.179565,58.534054,r,4.26,0.3,1.45,0.18,0.3403755868544601,2.9379310344827587,21.24,0.31,0.155,16.54,0.13,SC,15612.0,PGC2579855,NED,thick_like,PGC2579855,PGC2579855,PGC2579855,202.179565,58.534054,PGC2579855,PGC2579855,NED,,True,coord_review,UGC08490,157.0,0.1638271753419018,Bizyaev_2014,0.35,2,2.0227152452949775,0.05015932076790319,0.843365143717434,0.07287456606288067,0.061459868880966995,0.22702519505510252,14862.512219597285,0.024753614694477743,0.013259005270981117,0.9578486181939863,3.396283366859726,0.8251204898492581,1.3259005271981117,1.3585133467442905,1.0,14862.512219597285,243.82621803553286,30.116997378427058,53.25289974350864,25.547100256491355,34.88146404990257
