galaxy,source_file,beta_mode,beta_mean,beta_max,d_eff_mean,d_eff_max,cinfo_cap_mean,eta_mean,projection_mean,struct_to_bar_ratio_mean,struct_to_bar_ratio_max,sigma_flip_severity,a_newton_source,rmse_kmps,mean_absolute_fractional_error,n_points,status,error
F563-V1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\F563-V1_normalized.csv,local_structural_coupling_v6,97.73393112900625,104.72852349300062,2.1945775072444484,2.26168895570326,0.5667944069546706,0.35588724263403776,0.3043960506541143,0.05182591254547433,0.1707539307475486,0.7471124723093192,baryonic_velocity_components,1.6483511730131446,0.06038744940326728,6,ok,
UGC11914,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\UGC11914_normalized.csv,local_structural_coupling_v6,101.12661427404859,119.77258946589332,2.3699237440889998,2.464796649374362,0.7351267943254397,0.4879218714417374,0.47400349172927747,0.0002752742206751324,0.000994314373280767,0.041860650764264484,baryonic_velocity_components,20.18182120470836,0.06808608643403664,65,ok,
NGC3953,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\NGC3953_normalized.csv,local_structural_coupling_v6,112.72276291735673,120.19148819343917,2.3391470739910982,2.446349961858419,0.7055811910314541,0.4647356834820239,0.4166690690195373,0.0005909663586892423,0.0009129585712213516,0.12134463269725926,baryonic_velocity_components,18.199112107727924,0.08153972739754342,8,ok,
F561-1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\F561-1_normalized.csv,local_structural_coupling_v6,88.43099336980914,97.41372590742199,2.1068134407484624,2.15373477291456,0.48254090311852366,0.2947623741451914,0.2456189230771191,0.009480517330894733,0.020616620361054924,0.2630928536974843,baryonic_velocity_components,4.393724303156776,0.0994866422516237,6,ok,
UGC07323,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\UGC07323_normalized.csv,local_structural_coupling_v6,89.63897445111044,106.58176198172735,2.1198120498264843,2.2241747039374857,0.4950195678334248,0.30439331846517226,0.2646162809081428,0.009865939865828795,0.046329786453867046,0.7699444161464345,baryonic_velocity_components,10.447967879549601,0.1119635698657385,10,ok,
UGC03205,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\UGC03205_normalized.csv,local_structural_coupling_v6,105.31587325439394,127.42878868108262,2.362167501497336,2.488450306944118,0.727680801437443,0.48402115555250536,0.5172105205320123,0.0007522912348340611,0.0024346110633507462,1.2140501967254633,baryonic_velocity_components,33.65787902751278,0.12182143883315168,48,ok,
NGC2976,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\NGC2976_normalized.csv,local_structural_coupling_v6,107.3924046845307,127.07893356275042,2.2696950416532977,2.413163462946197,0.6389072399871658,0.412347982037267,0.4011637189330393,0.01925930064497169,0.0722286138434414,0.48069804612334766,baryonic_velocity_components,3.952524680391203,0.12750982903563146,27,ok,
NGC5371,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\NGC5371_normalized.csv,local_structural_coupling_v6,100.93789132375764,128.69915484141825,2.40229587348169,2.4915690332989464,0.7662040385424227,0.5142023909864364,0.4823537295619493,0.0003823011523141873,0.0013613000969752093,0.2390910079542089,baryonic_velocity_components,35.58977495549525,0.13866683294558105,19,ok,
NGC2955,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\NGC2955_normalized.csv,local_structural_coupling_v6,101.15561445357521,121.77043444159249,2.372791384027769,2.4786760174592297,0.7378797286666584,0.49222743887814246,0.4848861037796007,0.0002703851234004908,0.0005254305785538705,0.09391062671261152,baryonic_velocity_components,44.09166997574404,0.14357947603479745,24,ok,
NGC4100,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\NGC4100_normalized.csv,local_structural_coupling_v6,108.04709402902331,138.72819400902938,2.4134480268680103,2.489265091971907,0.7769101057932897,0.5250543183185057,0.49825851905297086,0.0012188574259545512,0.0030613726124195636,0.4536572777156899,baryonic_velocity_components,29.421606037644658,0.1477939352657693,24,ok,
