r_kpc,v_obs_kms,v_vis_kms,v_err_kms,galaxy,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc,matched_sparc_name,matched_sparc_name_norm,included_source_catalog,secondary_source_catalog,duplicate_flag,duplicate_status,source_object_name_primary,source_object_name_secondary,structure_2014_Name,structure_2014_preferred_name,structure_2014_catalog_name_normalized,structure_2014_RAJ2000,structure_2014_DEJ2000,structure_2014_Band,structure_2014_h,structure_2014_e_h,structure_2014_z0,structure_2014_e_z0,structure_2014_z0_over_h,structure_2014_h_over_z0,structure_2014_S0,structure_2014_e_S0,structure_2014_gradz0,structure_2014_mag,structure_2014_B/T,structure_2014_Type,structure_2014_RV,structure_2014_AName,structure_2014_NED,structure_2014_thickness_flag,structure_2014_biz_name,structure_2014_biz_name_norm,structure_2014_biz_catalog_token,structure_2014_RA_match_deg,structure_2014_DE_match_deg,structure_2014_biz_aname_norm,structure_2014_biz_aname_token,structure_2014_biz_ned_norm,structure_2014_biz_ned_token,structure_2014_matched,structure_2014_match_reason,structure_2014_matched_sparc_name,structure_2014_matched_sparc_index,structure_2014_matched_sep_deg,structure_2014___source_catalog__,h_kpc,segment_index,Dw_i,sigma_i,beta_i,source_core_i,info_source_i,I_struct_i,gamma_topo,alpha_geom_i,alpha_density_i,weight_geom_i,weight_density_i,mass_bar_segment_msun,mass_norm_i,alpha_relax_i,neighbor_gradient_i,ell_info_kpc,c_info_gal,tau_struct_gal,mean_dw_pert,mean_sigma,mean_beta,r_scale,dw_internal,dw_external,observer_gap,observer_factor,factor_dw,factor_sigma,factor_rscale,factor_beta,gamma_raw,g_topo_km2s2_per_kpc,v_struct_kms,v_topo_total_kms,rotation_residual_topo_kms,rotation_residual_vis_only_kms
3.44,285.0,289.9312589218348,14.4,NGC2841,-0.57,163.4,239.5,23611.918604651164,NGC2841,NGC2841,Bizyaev_2014,,False,unique_to_2014,PGC26549,,EON_140.660_50.765,PGC26549,PGC26549,140.659882,50.76506,r,5.8,0.14,2.04,0.3,0.3517241379310345,2.8431372549019605,21.01,0.22,0.143,15.32,0.22,SB,8070.0,PGC026549,NED,thick_like,PGC26549,PGC26549,PGC26549,140.659882,50.76506,PGC026549,PGC26549,NED,,True,coord_review,NGC2841,46.0,0.2313387107923883,Bizyaev_2014,0.35,1,3.373519245254786,0.019082783196648467,0.43131984799236717,0.0119251347005112,0.005143547286312993,3.8715614164580163,1000000.0,2.0958831349138736,3.5,0.08219627388603772,0.8302996599270952,92633579806.6337,0.6249159033890626,0.8877262834457462,0.006215890292067905,12.240000000000002,1.0,2.0,0.6545117599216608,0.26910556309409883,0.7108231752579701,2.917770732084279,2.48579296180904,2.6545117599216606,0.16871879811262058,1.18267175583252,21.81705866408869,26.91055630950988,1.1671082928341117,1.0,8103903.398401212,327166.8314340536,1060.874120776421,1099.7790846497965,-814.7790846497965,-4.931258921834797
3.77,297.0,286.07929722368937,13.6,NGC2841,-0.57,171.13,229.25,23397.61273209549,NGC2841,NGC2841,Bizyaev_2014,,False,unique_to_2014,PGC26549,,EON_140.660_50.765,PGC26549,PGC26549,140.659882,50.76506,r,5.8,0.14,2.04,0.3,0.3517241379310345,2.8431372549019605,21.01,0.22,0.143,15.32,0.22,SB,8070.0,PGC026549,NED,thick_like,PGC26549,PGC26549,PGC26549,140.659882,50.76506,PGC026549,PGC26549,NED,,True,coord_review,NGC2841,46.0,0.2313387107923883,Bizyaev_2014,0.35,1,3.373519245254786,0.019082783196648467,0.43131984799236717,0.0119251347005112,0.005143547286312993,3.8715614164580163,1000000.0,2.0958831349138736,3.5,0.08219627388603772,0.8302996599270952,92633579806.6337,0.6249159033890626,0.8877262834457462,0.006215890292067905,12.240000000000002,1.0,2.0,0.6545117599216608,0.26910556309409883,0.7108231752579701,2.917770732084279,2.48579296180904,2.6545117599216606,0.16871879811262058,1.18267175583252,21.81705866408869,26.91055630950988,1.1671082928341117,1.0,8103903.398401212,272397.71028136526,1013.3801694136051,1052.9865773412057,-755.9865773412057,10.920702776310634
4.13,303.0,284.22515177232293,8.47,NGC2841,-0.43,180.88,219.24,22229.78208232445,NGC2841,NGC2841,Bizyaev_2014,,False,unique_to_2014,PGC26549,,EON_140.660_50.765,PGC26549,PGC26549,140.659882,50.76506,r,5.8,0.14,2.04,0.3,0.3517241379310345,2.8431372549019605,21.01,0.22,0.143,15.32,0.22,SB,8070.0,PGC026549,NED,thick_like,PGC26549,PGC26549,PGC26549,140.659882,50.76506,PGC026549,PGC26549,NED,,True,coord_review,NGC2841,46.0,0.2313387107923883,Bizyaev_2014,0.35,1,3.373519245254786,0.019082783196648467,0.43131984799236717,0.0119251347005112,0.005143547286312993,3.8715614164580163,1000000.0,2.0958831349138736,3.5,0.08219627388603772,0.8302996599270952,92633579806.6337,0.6249159033890626,0.8877262834457462,0.006215890292067905,12.240000000000002,1.0,2.0,0.6545117599216608,0.26910556309409883,0.7108231752579701,2.917770732084279,2.48579296180904,2.6545117599216606,0.16871879811262058,1.18267175583252,21.81705866408869,26.91055630950988,1.1671082928341117,1.0,8103903.398401212,226979.19413598112,968.2066265945518,1009.0629359369027,-706.0629359369027,18.77484822767707
4.47,306.0,282.78312361242496,5.93,NGC2841,-0.1,188.37,210.91,20947.65100671141,NGC2841,NGC2841,Bizyaev_2014,,False,unique_to_2014,PGC26549,,EON_140.660_50.765,PGC26549,PGC26549,140.659882,50.76506,r,5.8,0.14,2.04,0.3,0.3517241379310345,2.8431372549019605,21.01,0.22,0.143,15.32,0.22,SB,8070.0,PGC026549,NED,thick_like,PGC26549,PGC26549,PGC26549,140.659882,50.76506,PGC026549,PGC26549,NED,,True,coord_review,NGC2841,46.0,0.2313387107923883,Bizyaev_2014,0.35,1,3.373519245254786,0.019082783196648467,0.43131984799236717,0.0119251347005112,0.005143547286312993,3.8715614164580163,1000000.0,2.0958831349138736,3.5,0.08219627388603772,0.8302996599270952,92633579806.6337,0.6249159033890626,0.8877262834457462,0.006215890292067905,12.240000000000002,1.0,2.0,0.6545117599216608,0.26910556309409883,0.7108231752579701,2.917770732084279,2.48579296180904,2.6545117599216606,0.16871879811262058,1.18267175583252,21.81705866408869,26.91055630950988,1.1671082928341117,1.0,8103903.398401212,193763.11459734128,930.656285773709,972.6702510358357,-666.6702510358357,23.21687638757504
4.8,307.0,281.6261658653187,5.93,NGC2841,-0.19,194.64,203.54,19635.208333333336,NGC2841,NGC2841,Bizyaev_2014,,False,unique_to_2014,PGC26549,,EON_140.660_50.765,PGC26549,PGC26549,140.659882,50.76506,r,5.8,0.14,2.04,0.3,0.3517241379310345,2.8431372549019605,21.01,0.22,0.143,15.32,0.22,SB,8070.0,PGC026549,NED,thick_like,PGC26549,PGC26549,PGC26549,140.659882,50.76506,PGC026549,PGC26549,NED,,True,coord_review,NGC2841,46.0,0.2313387107923883,Bizyaev_2014,0.35,1,3.373519245254786,0.019082783196648467,0.43131984799236717,0.0119251347005112,0.005143547286312993,3.8715614164580163,1000000.0,2.0958831349138736,3.5,0.08219627388603772,0.8302996599270952,92633579806.6337,0.6249159033890626,0.8877262834457462,0.006215890292067905,12.240000000000002,1.0,2.0,0.6545117599216608,0.26910556309409883,0.7108231752579701,2.917770732084279,2.48579296180904,2.6545117599216606,0.16871879811262058,1.18267175583252,21.81705866408869,26.91055630950988,1.1671082928341117,1.0,8103903.398401212,168036.51981154585,898.0953708239566,941.2165491508424,-634.2165491508424,25.373834134681317
5.13,304.0,281.0518416591501,8.47,NGC2841,-0.28,200.57,196.88,18014.81481481481,NGC2841,NGC2841,Bizyaev_2014,,False,unique_to_2014,PGC26549,,EON_140.660_50.765,PGC26549,PGC26549,140.659882,50.76506,r,5.8,0.14,2.04,0.3,0.3517241379310345,2.8431372549019605,21.01,0.22,0.143,15.32,0.22,SB,8070.0,PGC026549,NED,thick_like,PGC26549,PGC26549,PGC26549,140.659882,50.76506,PGC026549,PGC26549,NED,,True,coord_review,NGC2841,46.0,0.2313387107923883,Bizyaev_2014,0.35,1,3.373519245254786,0.019082783196648467,0.43131984799236717,0.0119251347005112,0.005143547286312993,3.8715614164580163,1000000.0,2.0958831349138736,3.5,0.08219627388603772,0.8302996599270952,92633579806.6337,0.6249159033890626,0.8877262834457462,0.006215890292067905,12.240000000000002,1.0,2.0,0.6545117599216608,0.26910556309409883,0.7108231752579701,2.917770732084279,2.48579296180904,2.6545117599216606,0.16871879811262058,1.18267175583252,21.81705866408869,26.91055630950988,1.1671082928341117,1.0,8103903.398401212,147113.1256515021,868.7291491553658,913.0610452166962,-609.0610452166962,22.948158340849886
5.48,308.0,281.0117926351134,8.47,NGC2841,-0.38,206.64,190.44,17310.948905109486,NGC2841,NGC2841,Bizyaev_2014,,False,unique_to_2014,PGC26549,,EON_140.660_50.765,PGC26549,PGC26549,140.659882,50.76506,r,5.8,0.14,2.04,0.3,0.3517241379310345,2.8431372549019605,21.01,0.22,0.143,15.32,0.22,SB,8070.0,PGC026549,NED,thick_like,PGC26549,PGC26549,PGC26549,140.659882,50.76506,PGC026549,PGC26549,NED,,True,coord_review,NGC2841,46.0,0.2313387107923883,Bizyaev_2014,0.35,1,3.373519245254786,0.019082783196648467,0.43131984799236717,0.0119251347005112,0.005143547286312993,3.8715614164580163,1000000.0,2.0958831349138736,3.5,0.08219627388603772,0.8302996599270952,92633579806.6337,0.6249159033890626,0.8877262834457462,0.006215890292067905,12.240000000000002,1.0,2.0,0.6545117599216608,0.26910556309409883,0.7108231752579701,2.917770732084279,2.48579296180904,2.6545117599216606,0.16871879811262058,1.18267175583252,21.81705866408869,26.91055630950988,1.1671082928341117,1.0,8103903.398401212,128921.40685631946,840.5291842480133,886.2600843841669,-578.2600843841669,26.98820736488659
5.83,313.0,280.55263213878425,12.7,NGC2841,-0.48,211.29,184.57,16804.288164665522,NGC2841,NGC2841,Bizyaev_2014,,False,unique_to_2014,PGC26549,,EON_140.660_50.765,PGC26549,PGC26549,140.659882,50.76506,r,5.8,0.14,2.04,0.3,0.3517241379310345,2.8431372549019605,21.01,0.22,0.143,15.32,0.22,SB,8070.0,PGC026549,NED,thick_like,PGC26549,PGC26549,PGC26549,140.659882,50.76506,PGC026549,PGC26549,NED,,True,coord_review,NGC2841,46.0,0.2313387107923883,Bizyaev_2014,0.35,1,3.373519245254786,0.019082783196648467,0.43131984799236717,0.0119251347005112,0.005143547286312993,3.8715614164580163,1000000.0,2.0958831349138736,3.5,0.08219627388603772,0.8302996599270952,92633579806.6337,0.6249159033890626,0.8877262834457462,0.006215890292067905,12.240000000000002,1.0,2.0,0.6545117599216608,0.26910556309409883,0.7108231752579701,2.917770732084279,2.48579296180904,2.6545117599216606,0.16871879811262058,1.18267175583252,21.81705866408869,26.91055630950988,1.1671082928341117,1.0,8103903.398401212,113906.64059319414,814.908408754212,861.8500415143703,-548.8500415143703,32.44736786121575
6.16,314.0,280.233626461922,9.32,NGC2841,-0.53,215.14,179.57,16005.844155844155,NGC2841,NGC2841,Bizyaev_2014,,False,unique_to_2014,PGC26549,,EON_140.660_50.765,PGC26549,PGC26549,140.659882,50.76506,r,5.8,0.14,2.04,0.3,0.3517241379310345,2.8431372549019605,21.01,0.22,0.143,15.32,0.22,SB,8070.0,PGC026549,NED,thick_like,PGC26549,PGC26549,PGC26549,140.659882,50.76506,PGC026549,PGC26549,NED,,True,coord_review,NGC2841,46.0,0.2313387107923883,Bizyaev_2014,0.35,1,3.373519245254786,0.019082783196648467,0.43131984799236717,0.0119251347005112,0.005143547286312993,3.8715614164580163,1000000.0,2.0958831349138736,3.5,0.08219627388603772,0.8302996599270952,92633579806.6337,0.6249159033890626,0.8877262834457462,0.006215890292067905,12.240000000000002,1.0,2.0,0.6545117599216608,0.26910556309409883,0.7108231752579701,2.917770732084279,2.48579296180904,2.6545117599216606,0.16871879811262058,1.18267175583252,21.81705866408869,26.91055630950988,1.1671082928341117,1.0,8103903.398401212,102029.25810787064,792.78006404329,840.8514228711771,-526.8514228711771,33.76637353807803
6.86,317.0,284.37957257862246,8.47,NGC2841,8.02,227.72,170.15,14648.542274052475,NGC2841,NGC2841,Bizyaev_2014,,False,unique_to_2014,PGC26549,,EON_140.660_50.765,PGC26549,PGC26549,140.659882,50.76506,r,5.8,0.14,2.04,0.3,0.3517241379310345,2.8431372549019605,21.01,0.22,0.143,15.32,0.22,SB,8070.0,PGC026549,NED,thick_like,PGC26549,PGC26549,PGC26549,140.659882,50.76506,PGC026549,PGC26549,NED,,True,coord_review,NGC2841,46.0,0.2313387107923883,Bizyaev_2014,0.35,2,3.3544364620581377,0.4976950555862696,0.7017093081039706,0.4098886552757812,0.2876226846932354,5.110626457835116,1000000.0,2.0539580879703907,3.4549675953005226,0.06449619093772907,0.8343276238946026,160890513395.27368,0.8235738946470844,0.8686435002490978,0.16211565328542987,12.240000000000002,1.0,2.0,0.6545117599216608,0.26910556309409883,0.7108231752579701,2.917770732084279,2.48579296180904,2.6545117599216606,0.16871879811262058,1.18267175583252,21.81705866408869,26.91055630950988,1.1671082928341117,1.0,8103903.398401212,108599.02034516052,863.1276148796313,908.7689590142267,-591.7689590142267,32.62042742137754
