r_kpc,v_obs_kms,v_vis_kms,v_err_kms,galaxy,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc,matched_sparc_name,matched_sparc_name_norm,included_source_catalog,secondary_source_catalog,duplicate_flag,duplicate_status,source_object_name_primary,source_object_name_secondary,structure_2014_Name,structure_2014_preferred_name,structure_2014_catalog_name_normalized,structure_2014_RAJ2000,structure_2014_DEJ2000,structure_2014_Band,structure_2014_h,structure_2014_e_h,structure_2014_z0,structure_2014_e_z0,structure_2014_z0_over_h,structure_2014_h_over_z0,structure_2014_S0,structure_2014_e_S0,structure_2014_gradz0,structure_2014_mag,structure_2014_B/T,structure_2014_Type,structure_2014_RV,structure_2014_AName,structure_2014_NED,structure_2014_thickness_flag,structure_2014_biz_name,structure_2014_biz_name_norm,structure_2014_biz_catalog_token,structure_2014_RA_match_deg,structure_2014_DE_match_deg,structure_2014_biz_aname_norm,structure_2014_biz_aname_token,structure_2014_biz_ned_norm,structure_2014_biz_ned_token,structure_2014_matched,structure_2014_match_reason,structure_2014_matched_sparc_name,structure_2014_matched_sparc_index,structure_2014_matched_sep_deg,structure_2014___source_catalog__,h_kpc,segment_index,Dw_i,sigma_i,beta_i,source_core_i,info_source_i,I_struct_i,gamma_topo,mean_dw_pert,mean_sigma,mean_beta,r_scale,factor_dw,factor_sigma,factor_rscale,factor_beta,gamma_raw,g_topo_km2s2_per_kpc,v_struct_kms,v_topo_total_kms,rotation_residual_topo_kms,rotation_residual_vis_only_kms
0.32,24.4,63.28,35.9,NGC3198,0.0,63.28,0.0,1860.4999999999995,NGC3198,NGC3198,Bizyaev_2014,,False,unique_to_2014,PGC2269711,,EON_154.800_45.738,PGC2269711,PGC2269711,154.799942,45.737778,r,4.92,0.03,2.1,0.12,0.426829268292683,2.3428571428571425,20.77,0.12,0.036,15.34,0.19,SB,13211.0,PGC2269711,NED,thick_like,PGC2269711,PGC2269711,PGC2269711,154.799942,45.737778,PGC2269711,PGC2269711,NED,,True,coord_review,NGC3198,53.0,0.2259867764128791,Bizyaev_2014,0.35,1,2.0503854980944376,0.0,1.0,0.0503854980944376,0.0503854980944376,0.12949073010270465,10009.154791874646,0.01554774782691588,0.009802708952509231,0.9546847746568521,4.925440448033024,0.5182582609305294,0.9802708953509232,1.9701761792136097,1.0,10009.154791874646,12657.15587608235,63.64188778113321,89.74769233995018,-65.34769233995019,-38.88
0.64,43.3,73.66,16.3,NGC3198,0.0,73.66,0.0,2929.5156249999995,NGC3198,NGC3198,Bizyaev_2014,,False,unique_to_2014,PGC2269711,,EON_154.800_45.738,PGC2269711,PGC2269711,154.799942,45.737778,r,4.92,0.03,2.1,0.12,0.426829268292683,2.3428571428571425,20.77,0.12,0.036,15.34,0.19,SB,13211.0,PGC2269711,NED,thick_like,PGC2269711,PGC2269711,PGC2269711,154.799942,45.737778,PGC2269711,PGC2269711,NED,,True,coord_review,NGC3198,53.0,0.2259867764128791,Bizyaev_2014,0.35,1,2.0503854980944376,0.0,1.0,0.0503854980944376,0.0503854980944376,0.12949073010270465,10009.154791874646,0.01554774782691588,0.009802708952509231,0.9546847746568521,4.925440448033024,0.5182582609305294,0.9802708953509232,1.9701761792136097,1.0,10009.154791874646,3164.2889690205875,45.00161041755257,86.31883073914507,-43.01883073914507,-30.36
0.96,45.5,78.98,16.1,NGC3198,0.0,78.98,0.0,2156.510416666667,NGC3198,NGC3198,Bizyaev_2014,,False,unique_to_2014,PGC2269711,,EON_154.800_45.738,PGC2269711,PGC2269711,154.799942,45.737778,r,4.92,0.03,2.1,0.12,0.426829268292683,2.3428571428571425,20.77,0.12,0.036,15.34,0.19,SB,13211.0,PGC2269711,NED,thick_like,PGC2269711,PGC2269711,PGC2269711,154.799942,45.737778,PGC2269711,PGC2269711,NED,,True,coord_review,NGC3198,53.0,0.2259867764128791,Bizyaev_2014,0.35,1,2.0503854980944376,0.0,1.0,0.0503854980944376,0.0503854980944376,0.12949073010270465,10009.154791874646,0.01554774782691588,0.009802708952509231,0.9546847746568521,4.925440448033024,0.5182582609305294,0.9802708953509232,1.9701761792136097,1.0,10009.154791874646,1406.350652898039,36.743661042173215,87.10876549912827,-41.60876549912827,-33.480000000000004
1.28,58.5,82.70074062546236,15.4,NGC3198,0.35,82.7,0.0,2673.6328125,NGC3198,NGC3198,Bizyaev_2014,,False,unique_to_2014,PGC2269711,,EON_154.800_45.738,PGC2269711,PGC2269711,154.799942,45.737778,r,4.92,0.03,2.1,0.12,0.426829268292683,2.3428571428571425,20.77,0.12,0.036,15.34,0.19,SB,13211.0,PGC2269711,NED,thick_like,PGC2269711,PGC2269711,PGC2269711,154.799942,45.737778,PGC2269711,PGC2269711,NED,,True,coord_review,NGC3198,53.0,0.2259867764128791,Bizyaev_2014,0.35,1,2.0503854980944376,0.0,1.0,0.0503854980944376,0.0503854980944376,0.12949073010270465,10009.154791874646,0.01554774782691588,0.009802708952509231,0.9546847746568521,4.925440448033024,0.5182582609305294,0.9802708953509232,1.9701761792136097,1.0,10009.154791874646,791.0722422551469,31.820943890566603,88.61142685955683,-30.11142685955683,-24.20074062546236
1.61,68.8,84.22013357861645,7.61,NGC3198,0.15,84.22,0.0,2940.0248447204963,NGC3198,NGC3198,Bizyaev_2014,,False,unique_to_2014,PGC2269711,,EON_154.800_45.738,PGC2269711,PGC2269711,154.799942,45.737778,r,4.92,0.03,2.1,0.12,0.426829268292683,2.3428571428571425,20.77,0.12,0.036,15.34,0.19,SB,13211.0,PGC2269711,NED,thick_like,PGC2269711,PGC2269711,PGC2269711,154.799942,45.737778,PGC2269711,PGC2269711,NED,,True,coord_review,NGC3198,53.0,0.2259867764128791,Bizyaev_2014,0.35,1,2.0503854980944376,0.0,1.0,0.0503854980944376,0.0503854980944376,0.12949073010270465,10009.154791874646,0.01554774782691588,0.009802708952509231,0.9546847746568521,4.925440448033024,0.5182582609305294,0.9802708953509232,1.9701761792136097,1.0,10009.154791874646,500.0164969371678,28.37298997407288,88.87101586045272,-20.071015860452718,-15.420133578616458
1.93,76.9,83.17001502945638,10.3,NGC3198,-0.05,83.17,0.0,3064.0466321243525,NGC3198,NGC3198,Bizyaev_2014,,False,unique_to_2014,PGC2269711,,EON_154.800_45.738,PGC2269711,PGC2269711,154.799942,45.737778,r,4.92,0.03,2.1,0.12,0.426829268292683,2.3428571428571425,20.77,0.12,0.036,15.34,0.19,SB,13211.0,PGC2269711,NED,thick_like,PGC2269711,PGC2269711,PGC2269711,154.799942,45.737778,PGC2269711,PGC2269711,NED,,True,coord_review,NGC3198,53.0,0.2259867764128791,Bizyaev_2014,0.35,1,2.0503854980944376,0.0,1.0,0.0503854980944376,0.0503854980944376,0.12949073010270465,10009.154791874646,0.01554774782691588,0.009802708952509231,0.9546847746568521,4.925440448033024,0.5182582609305294,0.9802708953509232,1.9701761792136097,1.0,10009.154791874646,347.9537065990584,25.914294390088703,87.11373056950427,-10.213730569504264,-6.270015029456374
2.24,82.0,87.04126894755154,8.09,NGC3198,-0.47,87.04,0.0,3001.785714285714,NGC3198,NGC3198,Bizyaev_2014,,False,unique_to_2014,PGC2269711,,EON_154.800_45.738,PGC2269711,PGC2269711,154.799942,45.737778,r,4.92,0.03,2.1,0.12,0.426829268292683,2.3428571428571425,20.77,0.12,0.036,15.34,0.19,SB,13211.0,PGC2269711,NED,thick_like,PGC2269711,PGC2269711,PGC2269711,154.799942,45.737778,PGC2269711,PGC2269711,NED,,True,coord_review,NGC3198,53.0,0.2259867764128791,Bizyaev_2014,0.35,1,2.0503854980944376,0.0,1.0,0.0503854980944376,0.0503854980944376,0.12949073010270465,10009.154791874646,0.01554774782691588,0.009802708952509231,0.9546847746568521,4.925440448033024,0.5182582609305294,0.9802708953509232,1.9701761792136097,1.0,10009.154791874646,258.3093035935173,24.05437257650839,90.30390545291759,-8.30390545291759,-5.0412689475515435
2.57,86.9,88.91507521224958,7.6,NGC3198,-0.95,88.91,0.0,2938.369649805448,NGC3198,NGC3198,Bizyaev_2014,,False,unique_to_2014,PGC2269711,,EON_154.800_45.738,PGC2269711,PGC2269711,154.799942,45.737778,r,4.92,0.03,2.1,0.12,0.426829268292683,2.3428571428571425,20.77,0.12,0.036,15.34,0.19,SB,13211.0,PGC2269711,NED,thick_like,PGC2269711,PGC2269711,PGC2269711,154.799942,45.737778,PGC2269711,PGC2269711,NED,,True,coord_review,NGC3198,53.0,0.2259867764128791,Bizyaev_2014,0.35,1,2.0503854980944376,0.0,1.0,0.0503854980944376,0.0503854980944376,0.12949073010270465,10009.154791874646,0.01554774782691588,0.009802708952509231,0.9546847746568521,4.925440448033024,0.5182582609305294,0.9802708953509232,1.9701761792136097,1.0,10009.154791874646,196.23200377156851,22.45698665656038,91.70717992443629,-4.807179924436284,-2.0150752122495703
3.21,100.0,93.81692651115789,5.31,NGC3198,-1.14,93.81,0.0,3115.264797507788,NGC3198,NGC3198,Bizyaev_2014,,False,unique_to_2014,PGC2269711,,EON_154.800_45.738,PGC2269711,PGC2269711,154.799942,45.737778,r,4.92,0.03,2.1,0.12,0.426829268292683,2.3428571428571425,20.77,0.12,0.036,15.34,0.19,SB,13211.0,PGC2269711,NED,thick_like,PGC2269711,PGC2269711,PGC2269711,154.799942,45.737778,PGC2269711,PGC2269711,NED,,True,coord_review,NGC3198,53.0,0.2259867764128791,Bizyaev_2014,0.35,2,2.0158175600775765,0.03456793801686109,0.843443535370595,0.0503854980944376,0.042497322644180824,0.2251097060521115,10009.154791874646,0.01554774782691588,0.009802708952509231,0.9546847746568521,4.925440448033024,0.5182582609305294,0.9802708953509232,1.9701761792136097,1.0,10009.154791874646,218.66615163177616,26.49374165228463,97.48607103960032,2.5139289603996815,6.183073488842112
3.54,107.0,101.22075133094003,7.51,NGC3198,-0.39,101.22,0.0,3234.180790960452,NGC3198,NGC3198,Bizyaev_2014,,False,unique_to_2014,PGC2269711,,EON_154.800_45.738,PGC2269711,PGC2269711,154.799942,45.737778,r,4.92,0.03,2.1,0.12,0.426829268292683,2.3428571428571425,20.77,0.12,0.036,15.34,0.19,SB,13211.0,PGC2269711,NED,thick_like,PGC2269711,PGC2269711,PGC2269711,154.799942,45.737778,PGC2269711,PGC2269711,NED,,True,coord_review,NGC3198,53.0,0.2259867764128791,Bizyaev_2014,0.35,2,2.0158175600775765,0.03456793801686109,0.843443535370595,0.0503854980944376,0.042497322644180824,0.2251097060521115,10009.154791874646,0.01554774782691588,0.009802708952509231,0.9546847746568521,4.925440448033024,0.5182582609305294,0.9802708953509232,1.9701761792136097,1.0,10009.154791874646,179.79810184086506,25.22865990330565,104.31742798073897,2.6825720192610305,5.779248669059967
