r_kpc,v_obs_kms,v_vis_kms,v_err_kms,galaxy,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc,matched_sparc_name,matched_sparc_name_norm,included_source_catalog,secondary_source_catalog,duplicate_flag,duplicate_status,source_object_name_primary,source_object_name_secondary,structure_2014_Name,structure_2014_preferred_name,structure_2014_catalog_name_normalized,structure_2014_RAJ2000,structure_2014_DEJ2000,structure_2014_Band,structure_2014_h,structure_2014_e_h,structure_2014_z0,structure_2014_e_z0,structure_2014_z0_over_h,structure_2014_h_over_z0,structure_2014_S0,structure_2014_e_S0,structure_2014_gradz0,structure_2014_mag,structure_2014_B/T,structure_2014_Type,structure_2014_RV,structure_2014_AName,structure_2014_NED,structure_2014_thickness_flag,structure_2014_biz_name,structure_2014_biz_name_norm,structure_2014_biz_catalog_token,structure_2014_RA_match_deg,structure_2014_DE_match_deg,structure_2014_biz_aname_norm,structure_2014_biz_aname_token,structure_2014_biz_ned_norm,structure_2014_biz_ned_token,structure_2014_matched,structure_2014_match_reason,structure_2014_matched_sparc_name,structure_2014_matched_sparc_index,structure_2014_matched_sep_deg,structure_2014___source_catalog__,h_kpc,segment_index,Dw_i,sigma_i,beta_i,source_core_i,info_source_i,I_struct_i,gamma_topo,alpha_geom_i,alpha_density_i,weight_geom_i,weight_density_i,mass_bar_segment_msun,mass_norm_i,alpha_relax_i,neighbor_gradient_i,ell_info_kpc,c_info_gal,tau_struct_gal,mean_dw_pert,mean_sigma,mean_beta,r_scale,dw_internal,dw_external,observer_gap,observer_factor,factor_dw,factor_sigma,factor_rscale,factor_beta,gamma_raw,g_topo_km2s2_per_kpc,v_struct_kms,v_topo_total_kms,rotation_residual_topo_kms,rotation_residual_vis_only_kms
0.31,3.1,4.17163037672323,4.5,UGC05750,1.0,4.05,0.0,31.000000000000004,UGC05750,UGC5750,Bizyaev_2014,,False,unique_to_2014,PGC91032,,EON_158.937_20.706,PGC91032,PGC91032,158.936539,20.705694,r,7.64,0.06,2.64,0.26,0.3455497382198953,2.8939393939393936,21.68,0.12,0.105,15.26,0.1,SC,16460.0,PGC091032,NED,thick_like,PGC91032,PGC91032,PGC91032,158.936539,20.705694,PGC091032,PGC91032,NED,,True,coord_review,UGC05750,123.0,0.2845034918360085,Bizyaev_2014,0.35,1,2.2873991493437433,0.11640982461049054,0.927786121852269,0.030269602416378483,0.028083717035901866,1.1073693436935264,1000000.0,2.0547706871917395,2.337161290387782,0.1082335566752456,0.5059711120613155,195541322.45660406,0.26002618350866125,0.11247438001416299,0.03079624989695517,10.905000000000001,1.0,2.0,0.22919423703849806,0.11640982461049054,0.9625834692572475,4.300134098843159,2.1749247693295803,2.229194237038498,0.054269467708917496,1.1570278643427405,7.639807901316603,11.640982461149054,1.7200536395376638,1.0,1769937.301355892,11523094.107112657,1890.0156542221875,1890.0202580144276,-1886.9202580144276,-1.0716303767232298
1.47,15.7,17.317187993435887,8.5,UGC05750,4.69,16.67,0.0,167.68027210884352,UGC05750,UGC5750,Bizyaev_2014,,False,unique_to_2014,PGC91032,,EON_158.937_20.706,PGC91032,PGC91032,158.936539,20.705694,r,7.64,0.06,2.64,0.26,0.3455497382198953,2.8939393939393936,21.68,0.12,0.105,15.26,0.1,SC,16460.0,PGC091032,NED,thick_like,PGC91032,PGC91032,PGC91032,158.936539,20.705694,PGC091032,PGC91032,NED,,True,coord_review,UGC05750,123.0,0.2845034918360085,Bizyaev_2014,0.35,1,2.2873991493437433,0.11640982461049054,0.927786121852269,0.030269602416378483,0.028083717035901866,1.1073693436935264,1000000.0,2.0547706871917395,2.337161290387782,0.1082335566752456,0.5059711120613155,195541322.45660406,0.26002618350866125,0.11247438001416299,0.03079624989695517,10.905000000000001,1.0,2.0,0.22919423703849806,0.11640982461049054,0.9625834692572475,4.300134098843159,2.1749247693295803,2.229194237038498,0.054269467708917496,1.1570278643427405,7.639807901316603,11.640982461149054,1.7200536395376638,1.0,1769937.301355892,512457.4685054961,867.9357572442094,868.1084976563005,-852.4084976563005,-1.6171879934358877
2.52,28.0,22.73033655712119,10.0,UGC05750,7.69,21.39,0.0,311.1111111111111,UGC05750,UGC5750,Bizyaev_2014,,False,unique_to_2014,PGC91032,,EON_158.937_20.706,PGC91032,PGC91032,158.936539,20.705694,r,7.64,0.06,2.64,0.26,0.3455497382198953,2.8939393939393936,21.68,0.12,0.105,15.26,0.1,SC,16460.0,PGC091032,NED,thick_like,PGC91032,PGC91032,PGC91032,158.936539,20.705694,PGC091032,PGC91032,NED,,True,coord_review,UGC05750,123.0,0.2845034918360085,Bizyaev_2014,0.35,1,2.2873991493437433,0.11640982461049054,0.927786121852269,0.030269602416378483,0.028083717035901866,1.1073693436935264,1000000.0,2.0547706871917395,2.337161290387782,0.1082335566752456,0.5059711120613155,195541322.45660406,0.26002618350866125,0.11247438001416299,0.03079624989695517,10.905000000000001,1.0,2.0,0.22919423703849806,0.11640982461049054,0.9625834692572475,4.300134098843159,2.1749247693295803,2.229194237038498,0.054269467708917496,1.1570278643427405,7.639807901316603,11.640982461149054,1.7200536395376638,1.0,1769937.301355892,174377.88858867573,662.8968843217343,663.2864746423395,-635.2864746423395,5.269663442878809
3.35,36.0,26.325022317179524,11.0,UGC05750,9.58,24.52,0.0,386.86567164179104,UGC05750,UGC5750,Bizyaev_2014,,False,unique_to_2014,PGC91032,,EON_158.937_20.706,PGC91032,PGC91032,158.936539,20.705694,r,7.64,0.06,2.64,0.26,0.3455497382198953,2.8939393939393936,21.68,0.12,0.105,15.26,0.1,SC,16460.0,PGC091032,NED,thick_like,PGC91032,PGC91032,PGC91032,158.936539,20.705694,PGC091032,PGC91032,NED,,True,coord_review,UGC05750,123.0,0.2845034918360085,Bizyaev_2014,0.35,1,2.2873991493437433,0.11640982461049054,0.927786121852269,0.030269602416378483,0.028083717035901866,1.1073693436935264,1000000.0,2.0547706871917395,2.337161290387782,0.1082335566752456,0.5059711120613155,195541322.45660406,0.26002618350866125,0.11247438001416299,0.03079624989695517,10.905000000000001,1.0,2.0,0.22919423703849806,0.11640982461049054,0.9625834692572475,4.300134098843159,2.1749247693295803,2.229194237038498,0.054269467708917496,1.1570278643427405,7.639807901316603,11.640982461149054,1.7200536395376638,1.0,1769937.301355892,98674.03374413245,574.9417475212978,575.5441076432315,-539.5441076432315,9.674977682820476
4.82,49.8,29.831568849123578,4.5,UGC05750,13.0,26.85,0.0,514.5311203319501,UGC05750,UGC5750,Bizyaev_2014,,False,unique_to_2014,PGC91032,,EON_158.937_20.706,PGC91032,PGC91032,158.936539,20.705694,r,7.64,0.06,2.64,0.26,0.3455497382198953,2.8939393939393936,21.68,0.12,0.105,15.26,0.1,SC,16460.0,PGC091032,NED,thick_like,PGC91032,PGC91032,PGC91032,158.936539,20.705694,PGC091032,PGC91032,NED,,True,coord_review,UGC05750,123.0,0.2845034918360085,Bizyaev_2014,0.35,2,2.170989324733253,0.11640982461049054,0.9973808166622259,0.16182164781401995,0.1613978072503743,2.9465265598517716,1000000.0,2.0057370299939614,2.1782434507522117,0.02168011005002213,0.49388278155124005,5588539864.334183,1.3901030119706668,0.003935444596327553,0.0064564517254847775,10.905000000000001,1.0,2.0,0.22919423703849806,0.11640982461049054,0.9625834692572475,4.300134098843159,2.1749247693295803,2.229194237038498,0.054269467708917496,1.1570278643427405,7.639807901316603,11.640982461149054,1.7200536395376638,1.0,1769937.301355892,126828.3328391286,781.8647992361595,782.4336948167556,-732.6336948167557,19.96843115087642
6.6,61.5,38.68858875689316,4.5,UGC05750,16.38,35.05,0.0,573.0681818181819,UGC05750,UGC5750,Bizyaev_2014,,False,unique_to_2014,PGC91032,,EON_158.937_20.706,PGC91032,PGC91032,158.936539,20.705694,r,7.64,0.06,2.64,0.26,0.3455497382198953,2.8939393939393936,21.68,0.12,0.105,15.26,0.1,SC,16460.0,PGC091032,NED,thick_like,PGC91032,PGC91032,PGC91032,158.936539,20.705694,PGC091032,PGC91032,NED,,True,coord_review,UGC05750,123.0,0.2845034918360085,Bizyaev_2014,0.35,2,2.170989324733253,0.11640982461049054,0.9973808166622259,0.16182164781401995,0.1613978072503743,2.9465265598517716,1000000.0,2.0057370299939614,2.1782434507522117,0.02168011005002213,0.49388278155124005,5588539864.334183,1.3901030119706668,0.003935444596327553,0.0064564517254847775,10.905000000000001,1.0,2.0,0.22919423703849806,0.11640982461049054,0.9625834692572475,4.300134098843159,2.1749247693295803,2.229194237038498,0.054269467708917496,1.1570278643427405,7.639807901316603,11.640982461149054,1.7200536395376638,1.0,1769937.301355892,67642.94214535749,668.1642149646742,669.2833667882084,-607.7833667882084,22.81141124310684
7.86,68.1,42.880412777863974,12.2,UGC05750,18.53,38.67,0.0,590.0267175572518,UGC05750,UGC5750,Bizyaev_2014,,False,unique_to_2014,PGC91032,,EON_158.937_20.706,PGC91032,PGC91032,158.936539,20.705694,r,7.64,0.06,2.64,0.26,0.3455497382198953,2.8939393939393936,21.68,0.12,0.105,15.26,0.1,SC,16460.0,PGC091032,NED,thick_like,PGC91032,PGC91032,PGC91032,158.936539,20.705694,PGC091032,PGC91032,NED,,True,coord_review,UGC05750,123.0,0.2845034918360085,Bizyaev_2014,0.35,2,2.170989324733253,0.11640982461049054,0.9973808166622259,0.16182164781401995,0.1613978072503743,2.9465265598517716,1000000.0,2.0057370299939614,2.1782434507522117,0.02168011005002213,0.49388278155124005,5588539864.334183,1.3901030119706668,0.003935444596327553,0.0064564517254847775,10.905000000000001,1.0,2.0,0.22919423703849806,0.11640982461049054,0.9625834692572475,4.300134098843159,2.1749247693295803,2.229194237038498,0.054269467708917496,1.1570278643427405,7.639807901316603,11.640982461149054,1.7200536395376638,1.0,1769937.301355892,47694.16700418539,612.2713064099094,613.7710342244061,-545.6710342244061,25.21958722213602
9.43,73.4,47.473245096580456,12.2,UGC05750,20.89,42.63,0.0,571.32131495228,UGC05750,UGC5750,Bizyaev_2014,,False,unique_to_2014,PGC91032,,EON_158.937_20.706,PGC91032,PGC91032,158.936539,20.705694,r,7.64,0.06,2.64,0.26,0.3455497382198953,2.8939393939393936,21.68,0.12,0.105,15.26,0.1,SC,16460.0,PGC091032,NED,thick_like,PGC91032,PGC91032,PGC91032,158.936539,20.705694,PGC091032,PGC91032,NED,,True,coord_review,UGC05750,123.0,0.2845034918360085,Bizyaev_2014,0.35,2,2.170989324733253,0.11640982461049054,0.9973808166622259,0.16182164781401995,0.1613978072503743,2.9465265598517716,1000000.0,2.0057370299939614,2.1782434507522117,0.02168011005002213,0.49388278155124005,5588539864.334183,1.3901030119706668,0.003935444596327553,0.0064564517254847775,10.905000000000001,1.0,2.0,0.22919423703849806,0.11640982461049054,0.9625834692572475,4.300134098843159,2.1749247693295803,2.229194237038498,0.054269467708917496,1.1570278643427405,7.639807901316603,11.640982461149054,1.7200536395376638,1.0,1769937.301355892,33134.99998146494,558.983944156909,560.9962199740871,-487.59621997408715,25.92675490341955
11.43,77.6,45.69966848895077,11.0,UGC05750,23.34,39.29,0.0,526.8381452318459,UGC05750,UGC5750,Bizyaev_2014,,False,unique_to_2014,PGC91032,,EON_158.937_20.706,PGC91032,PGC91032,158.936539,20.705694,r,7.64,0.06,2.64,0.26,0.3455497382198953,2.8939393939393936,21.68,0.12,0.105,15.26,0.1,SC,16460.0,PGC091032,NED,thick_like,PGC91032,PGC91032,PGC91032,158.936539,20.705694,PGC091032,PGC91032,NED,,True,coord_review,UGC05750,123.0,0.2845034918360085,Bizyaev_2014,0.35,2,2.170989324733253,0.11640982461049054,0.9973808166622259,0.16182164781401995,0.1613978072503743,2.9465265598517716,1000000.0,2.0057370299939614,2.1782434507522117,0.02168011005002213,0.49388278155124005,5588539864.334183,1.3901030119706668,0.003935444596327553,0.0064564517254847775,10.905000000000001,1.0,2.0,0.22919423703849806,0.11640982461049054,0.9625834692572475,4.300134098843159,2.1749247693295803,2.229194237038498,0.054269467708917496,1.1570278643427405,7.639807901316603,11.640982461149054,1.7200536395376638,1.0,1769937.301355892,22553.70519516469,507.72911122047395,509.78162979920376,-432.18162979920373,31.900331511049224
22.85,78.9,45.51346174485083,11.0,UGC05750,36.96,26.56,0.0,272.43807439824946,UGC05750,UGC5750,Bizyaev_2014,,False,unique_to_2014,PGC91032,,EON_158.937_20.706,PGC91032,PGC91032,158.936539,20.705694,r,7.64,0.06,2.64,0.26,0.3455497382198953,2.8939393939393936,21.68,0.12,0.105,15.26,0.1,SC,16460.0,PGC091032,NED,thick_like,PGC91032,PGC91032,PGC91032,158.936539,20.705694,PGC091032,PGC91032,NED,,True,coord_review,UGC05750,123.0,0.2845034918360085,Bizyaev_2014,0.35,2,2.170989324733253,0.11640982461049054,0.9973808166622259,0.16182164781401995,0.1613978072503743,2.9465265598517716,1000000.0,2.0057370299939614,2.1782434507522117,0.02168011005002213,0.49388278155124005,5588539864.334183,1.3901030119706668,0.003935444596327553,0.0064564517254847775,10.905000000000001,1.0,2.0,0.22919423703849806,0.11640982461049054,0.9625834692572475,4.300134098843159,2.1749247693295803,2.229194237038498,0.054269467708917496,1.1570278643427405,7.639807901316603,11.640982461149054,1.7200536395376638,1.0,1769937.301355892,5643.362543946624,359.09724884657686,361.970039270076,-283.070039270076,33.386538255149176
