galaxy,r_kpc,v_obs_kmps,v_err_kmps,sigma_profile,a_bar_kmps2_per_kpc,a_struct_kmps2_per_kpc,a_total_kmps2_per_kpc,v_bar_kmps,v_struct_kmps,v_model_kmps,beta_raw,beta_formula,beta_clipped,beta_mode
F568-V1,0.39,17.4,30.4,0.5950311234831752,387.9348717948718,561.1117200852898,949.0465918801616,12.30018699044856,14.793024397778266,19.238715415361366,,367.7682766445252,367.7682766445252,formula
F568-V1,1.18,46.3,37.1,0.7679871318665952,718.6760169491525,239.35703726419447,958.033054213347,29.12108686158537,16.805990121731877,33.622596627443116,,367.7682766445252,367.7682766445252,formula
F568-V1,1.95,69.1,13.1,1.0775965254199327,623.879641025641,203.23375234452152,827.1133933701626,34.879296151155344,19.907431202237444,40.160566692613,,367.7682766445252,367.7682766445252,formula
F568-V1,2.74,85.2,6.2,1.2803585268317759,501.79828467153277,171.85228062045448,673.6505652919873,37.08001213592034,21.6996601102424,42.962804248559536,,367.7682766445252,367.7682766445252,formula
F568-V1,3.53,93.2,6.2,1.2532304854205196,485.03841359773384,130.56612347350887,615.6045370712427,41.37856449902534,21.468544800742464,46.61634923351985,,367.7682766445252,367.7682766445252,formula
F568-V1,4.3,100.0,12.4,1.2356924031689043,470.3656976744186,105.68568966887437,576.051387343293,44.97301968958722,21.317796921261817,49.76967917895553,,367.7682766445252,367.7682766445252,formula
F568-V1,5.09,108.0,6.2,1.2972531271645373,423.3848526522593,93.73055932200845,517.1154119742678,46.422288827674144,21.8423567169164,51.304165980444736,,367.7682766445252,367.7682766445252,formula
F568-V1,5.87,112.0,6.2,1.3428069435753187,369.2037649063032,84.12977776916476,453.333542675468,46.55347570267981,22.2225515075339,51.585539596916085,,367.7682766445252,367.7682766445252,formula
F568-V1,6.4,113.0,24.9,1.3378917791506368,347.208890625,76.88033655548553,424.0892271804855,47.139547091587545,22.181842889063734,52.09770680130852,,367.7682766445252,367.7682766445252,formula
F568-V1,7.44,113.0,15.5,1.2898521302172696,320.5673655913978,63.758964389284266,384.32632998068203,48.83667883875806,21.779960859842586,53.4732446654986,,367.7682766445252,367.7682766445252,formula
F568-V1,8.21,112.0,13.1,1.2425399591451853,305.93629719853834,55.65977825052174,361.5960754490601,50.11723256525644,21.37678131610986,54.485812643630304,,367.7682766445252,367.7682766445252,formula
F568-V1,9.0,111.0,26.4,1.2306369863335012,278.9522777777778,50.28769373765376,329.23997151543153,50.10559350012731,21.274144956704696,54.43491291109855,,367.7682766445252,367.7682766445252,formula
F568-V1,9.72,111.0,19.4,1.2093930714888879,266.4635905349794,45.75888947400178,312.22248000898117,50.89229902450861,21.089722750365812,55.08904161162451,,367.7682766445252,367.7682766445252,formula
F568-V1,11.79,113.0,12.5,1.1723313821850092,240.3635114503817,36.56881188146523,276.93232333184693,53.23425400998872,20.764062513931975,57.14045932684191,,367.7682766445252,367.7682766445252,formula
F568-V1,17.63,118.0,14.6,1.3457900218791456,135.85339194554737,28.073674252517943,163.92706619806532,48.939710869599544,22.247221783222535,53.75903809660187,,367.7682766445252,367.7682766445252,formula
